code,trade_date,open,high,low,close,volume,amount,turn,pe_ttm
sh.600000,2026-07-08,8.85,9.03,8.79,9.0,54468742,488055513.63,0.1635,5.961666
sh.600004,2026-07-08,7.46,7.57,7.37,7.5,9653045,72376680.15,0.4079,14.423005
sh.600006,2026-07-08,5.26,5.3,5.17,5.22,12140100,63374128.98,0.607,-24.549393
sh.600007,2026-07-08,19.45,19.63,19.07,19.44,2132600,41288469.0,0.2117,16.368266
sh.600008,2026-07-08,2.77,2.81,2.74,2.79,61143951,170089713.03,0.833,11.362203
sh.600009,2026-07-08,22.77,23.07,22.61,22.8,9471409,216040303.11,0.4629,26.077338
sh.600010,2026-07-08,2.21,2.23,2.18,2.19,316995658,696177895.44,1.0122,-738.918641
sh.600011,2026-07-08,6.76,6.87,6.72,6.76,91532112,621334345.67,0.8323,7.623098
sh.600012,2026-07-08,16.83,17.35,16.7,17.3,4025500,68953498.94,0.3454,15.868529
sh.600015,2026-07-08,6.73,6.82,6.7,6.8,50514045,342838167.32,0.3283,3.98988
sh.600016,2026-07-08,3.3,3.33,3.27,3.33,187758793,621392235.43,0.5295,4.970017
sh.600017,2026-07-08,2.6,2.63,2.57,2.62,22089639,57634995.18,0.7182,18.375046
sh.600018,2026-07-08,5.0,5.09,4.96,5.07,71591301,362378455.07,0.308,8.637307
sh.600019,2026-07-08,5.56,5.62,5.52,5.56,51969353,289489930.82,0.2427,11.94825
sh.600020,2026-07-08,3.77,3.8,3.71,3.77,9957981,37524594.98,0.4431,13.244041
sh.600021,2026-07-08,13.97,14.1,13.74,13.75,34066185,472632460.78,1.2072,15.486215
sh.600022,2026-07-08,1.28,1.29,1.26,1.27,92829150,118252088.39,0.8677,-618.908136
sh.600023,2026-07-08,5.28,5.4,5.27,5.36,31909037,171093270.38,0.238,9.711184
sh.600025,2026-07-08,9.24,9.5,9.15,9.49,41590690,391129795.58,0.2232,20.705647
sh.600026,2026-07-08,16.38,16.62,15.82,15.83,57695348,936387683.48,1.5072,15.741119
sh.600027,2026-07-08,4.44,4.49,4.42,4.46,39036193,174065243.85,0.4236,8.817894
sh.600028,2026-07-08,4.8,4.88,4.76,4.83,245572589,1187868339.19,0.2592,16.42908
sh.600029,2026-07-08,5.05,5.11,5.03,5.06,89545212,453014379.85,0.6644,29.721914
sh.600030,2026-07-08,28.29,28.55,27.98,28.0,135465073,3823541519.73,1.1125,12.319582
sh.600031,2026-07-08,19.21,19.4,18.83,18.85,92769237,1771143660.61,1.0947,20.586485
sh.600032,2026-07-08,6.66,6.68,6.47,6.49,23261795,152461948.64,0.9674,34.650018
sh.600033,2026-07-08,3.38,3.42,3.33,3.41,19594500,66285068.0,0.714,9.771558
sh.600035,2026-07-08,3.46,3.52,3.4,3.5,8204176,28533846.12,0.5095,11.215982
sh.600036,2026-07-08,37.36,37.97,37.15,37.94,76713452,2899053622.51,0.3719,6.34733
sh.600037,2026-07-08,6.24,6.35,6.16,6.27,13851198,86889732.58,0.9952,129.204687
sh.600038,2026-07-08,25.16,25.31,24.87,25.0,4412694,110617424.92,0.6597,42.024717
sh.600039,2026-07-08,8.56,8.82,8.43,8.73,22168189,192570592.69,0.2549,10.816762
sh.600048,2026-07-08,4.58,4.65,4.51,4.63,100224708,459845614.83,0.8373,-304.076211
sh.600050,2026-07-08,4.04,4.09,4.02,4.09,127161916,517508072.39,0.4103,14.76929
sh.600051,2026-07-08,5.8,5.82,5.72,5.75,2667364,15380552.0,0.858,23.576409
sh.600052,2026-07-08,3.69,3.7,3.53,3.56,10751410,38582450.7,1.2736,-6.250718
sh.600054,2026-07-08,11.17,11.3,10.96,11.02,9203150,101866924.5,1.7929,27.696111
sh.600055,2026-07-08,10.43,10.55,10.23,10.44,5984448,62300104.2,0.8512,-26.322589
sh.600056,2026-07-08,9.01,9.18,8.91,9.1,11491100,104398770.4,0.7685,28.191593
sh.600057,2026-07-08,5.83,5.92,5.72,5.82,15065576,87554455.56,0.72,12.658451
sh.600058,2026-07-08,10.42,10.6,10.0,10.6,11760953,121730330.32,1.0972,-366.407349
sh.600059,2026-07-08,7.6,7.72,7.53,7.61,5107300,38904784.0,0.5603,30.787765
sh.600060,2026-07-08,27.58,28.41,27.33,27.33,10710368,298148851.29,0.8238,14.31655
sh.600061,2026-07-08,6.5,6.55,6.44,6.47,28852724,186892954.44,0.4512,12.293457
sh.600062,2026-07-08,16.62,16.87,16.44,16.58,5633744,93821751.24,0.5426,10.595818
sh.600063,2026-07-08,6.63,6.73,6.15,6.16,112126457,711877707.36,5.4191,28.170517
sh.600064,2026-07-08,7.35,7.45,7.3,7.39,11945848,88217062.88,0.6904,7.244643
sh.600066,2026-07-08,28.91,29.44,28.59,28.77,10397945,299884497.15,0.4697,11.66857
sh.600067,2026-07-08,2.77,2.78,2.7,2.74,19465259,53310379.66,1.3987,197.657076
sh.600071,2026-07-08,15.94,16.06,15.57,15.6,2322179,36439289.98,0.8247,161.511645
sh.600072,2026-07-08,8.25,8.27,8.01,8.12,18575710,151143708.36,1.7147,-3.720834
sh.600073,2026-07-08,5.0,5.06,4.9,4.94,9337497,46546129.77,0.9958,-18.640611
sh.600075,2026-07-08,4.11,4.23,4.04,4.15,27278731,112790771.37,1.5973,-71.628731
sh.600076,2026-07-08,3.4,3.41,3.15,3.16,61185464,196290339.79,4.5507,-10.86678
sh.600078,2026-07-08,11.82,11.82,10.76,10.88,36617459,407338598.83,5.5266,102.306858
sh.600081,2026-07-08,9.32,9.32,9.04,9.21,2075550,19097826.5,0.3753,222.867648
sh.600085,2026-07-08,22.97,23.55,22.71,23.4,8478492,197260777.12,0.6182,29.760824
sh.600088,2026-07-08,11.08,11.3,11.02,11.24,4498709,50381473.86,1.1312,-543.4146
sh.600089,2026-07-08,20.6,20.72,20.03,20.05,85981997,1749578480.81,1.7017,16.423141
sh.600094,2026-07-08,4.19,4.22,4.06,4.22,17750113,74426774.76,0.8348,68.002227
sh.600095,2026-07-08,7.52,7.6,7.43,7.5,13728457,102934686.73,0.4802,48.840712
sh.600096,2026-07-08,28.77,29.04,28.11,28.98,29455002,844276371.64,1.6158,9.986507
sh.600097,2026-07-08,7.94,8.06,7.82,7.94,1945600,15435705.0,0.8075,74.130198
sh.600098,2026-07-08,6.01,6.09,5.96,6.0,14107559,85118025.47,0.4024,8.755355
sh.600099,2026-07-08,8.19,8.23,7.94,8.05,3119900,25187925.0,1.4238,69.938563
sh.600100,2026-07-08,6.58,6.87,6.58,6.8,37731068,256247445.0,1.1262,68.724717
sh.600101,2026-07-08,7.86,7.93,7.76,7.76,7948924,62123660.04,1.4509,23.071512
sh.600103,2026-07-08,2.89,2.9,2.79,2.81,69439721,196476167.15,3.1388,160.793988
sh.600104,2026-07-08,10.08,10.16,9.95,10.02,36374801,365375014.33,0.3164,11.394497
sh.600105,2026-07-08,49.25,50.18,47.31,47.58,94728040,4617713212.32,6.4794,677.381429
sh.600106,2026-07-08,4.43,4.48,4.35,4.43,10158934,44934082.58,0.7644,69.148432
sh.600108,2026-07-08,2.9,2.91,2.8,2.86,69259388,198108784.28,3.5574,104.434005
sh.600109,2026-07-08,8.73,8.81,8.56,8.57,34085330,294791097.99,0.9199,13.305609
sh.600110,2026-07-08,15.07,15.68,13.71,13.71,243535329,3520441679.84,14.0352,-107.768994
sh.600111,2026-07-08,47.25,47.27,46.0,46.02,53939659,2514740471.5,1.4921,60.753065
sh.600113,2026-07-08,31.5,32.78,29.96,29.99,10931700,338184720.02,2.657,89.870424
sh.600114,2026-07-08,35.42,35.45,32.73,32.73,24280521,816697149.59,3.9392,37.576883
sh.600115,2026-07-08,3.67,3.71,3.62,3.67,223721543,819988350.81,1.3141,81.46934
sh.600116,2026-07-08,5.76,5.82,5.68,5.75,13479249,77330431.52,0.7049,23.265869
