code,trade_date,open,high,low,close,volume,amount,turn,pe_ttm
sh.600000,2026-07-01,8.58,8.75,8.54,8.65,53417711,462328954.36,0.1604,5.729823
sh.600004,2026-07-01,7.23,7.46,7.21,7.42,15888595,117303975.28,0.6713,14.269159
sh.600006,2026-07-01,5.13,5.24,5.11,5.21,15476900,80416065.0,0.7738,-24.502363
sh.600007,2026-07-01,18.91,19.5,18.91,19.26,2570501,49551603.72,0.2552,16.216708
sh.600008,2026-07-01,2.71,2.76,2.69,2.73,78386854,213844966.09,1.0679,11.117855
sh.600009,2026-07-01,22.9,23.66,22.7,23.43,13493112,314034331.0,0.6594,26.797896
sh.600010,2026-07-01,2.21,2.25,2.19,2.23,470892088,1045809284.53,1.5036,-752.414871
sh.600011,2026-07-01,7.54,7.67,7.43,7.59,181251224,1369943171.85,1.6481,8.55907
sh.600012,2026-07-01,15.56,16.2,15.31,15.9,4472999,71019878.56,0.3838,14.584371
sh.600015,2026-07-01,6.39,6.52,6.37,6.46,46125505,297729280.8,0.2998,3.790386
sh.600016,2026-07-01,3.22,3.27,3.2,3.25,215097708,697138615.74,0.6066,4.850617
sh.600017,2026-07-01,2.51,2.57,2.49,2.57,28232084,71686580.2,0.9179,18.024377
sh.600018,2026-07-01,4.72,4.85,4.71,4.81,54084914,258973912.1,0.2327,8.194368
sh.600019,2026-07-01,5.43,5.59,5.4,5.54,77776097,428853598.15,0.3632,11.90527
sh.600020,2026-07-01,3.66,3.74,3.65,3.73,11323460,41921954.1,0.5039,13.103521
sh.600021,2026-07-01,15.0,15.25,14.95,15.1,40087876,605089051.33,1.4206,17.00668
sh.600022,2026-07-01,1.25,1.29,1.24,1.27,92829468,117646336.32,0.8677,-618.908136
sh.600023,2026-07-01,5.25,5.37,5.22,5.36,45567146,242525975.07,0.3398,9.711184
sh.600025,2026-07-01,8.87,9.07,8.84,8.99,25000380,224150024.64,0.1342,19.614727
sh.600026,2026-07-01,17.51,17.7,16.6,16.7,106023689,1818508096.07,2.7699,16.605406
sh.600027,2026-07-01,4.42,4.65,4.42,4.58,102664654,467120625.3,1.114,9.055146
sh.600028,2026-07-01,4.46,4.57,4.43,4.54,252559415,1141769633.09,0.2665,15.442655
sh.600029,2026-07-01,5.19,5.38,5.15,5.35,132813444,703892456.76,0.9855,31.425343
sh.600030,2026-07-01,28.66,29.88,28.51,29.47,428245104,12572442637.97,3.517,12.96636
sh.600031,2026-07-01,17.29,17.49,16.68,17.43,112907893,1933746389.67,1.3323,19.035673
sh.600032,2026-07-01,7.05,7.2,6.97,7.17,31837344,226379174.38,1.324,38.280528
sh.600033,2026-07-01,3.22,3.32,3.21,3.3,22601675,73980786.39,0.8236,9.456347
sh.600035,2026-07-01,3.37,3.42,3.33,3.4,6439320,21769311.8,0.3999,10.895526
sh.600036,2026-07-01,35.52,36.12,35.28,35.91,89122129,3183805654.36,0.432,6.007713
sh.600037,2026-07-01,6.27,6.48,6.24,6.39,14705162,93731372.99,1.0566,131.677504
sh.600038,2026-07-01,25.3,25.89,25.22,25.55,6408334,163472068.76,0.958,42.94926
sh.600039,2026-07-01,7.82,8.12,7.76,8.06,16709803,133721161.98,0.1922,9.98661
sh.600048,2026-07-01,4.62,4.79,4.6,4.72,168410129,794302074.32,1.4069,-309.98698
sh.600050,2026-07-01,4.0,4.09,3.98,4.08,147121671,596390648.42,0.4747,14.733179
