code,trade_date,open,high,low,close,volume,amount,turn,pe_ttm
sh.600000,2026-07-06,8.68,8.93,8.62,8.92,79376206,698878044.04,0.2383,5.908673
sh.600004,2026-07-06,7.53,7.62,7.46,7.59,10573300,79955479.0,0.4467,14.596081
sh.600006,2026-07-06,5.31,5.37,5.27,5.37,12362000,65994627.0,0.6181,-25.254835
sh.600007,2026-07-06,19.19,19.87,18.96,19.81,3476446,68088476.4,0.3451,16.679802
sh.600008,2026-07-06,2.79,2.81,2.76,2.79,62289843,173817881.86,0.8486,11.362203
sh.600009,2026-07-06,22.86,23.46,22.82,23.25,12989215,301584210.13,0.6348,26.592022
sh.600010,2026-07-06,2.24,2.26,2.19,2.2,453568803,1003291131.37,1.4483,-742.292698
sh.600011,2026-07-06,7.07,7.08,6.95,7.01,112121129,786710902.98,1.0195,7.905017
sh.600012,2026-07-06,16.12,16.99,16.04,16.83,5329472,88922135.49,0.4572,15.437419
sh.600015,2026-07-06,6.64,6.8,6.6,6.79,72826706,488898523.64,0.4733,3.984013
sh.600016,2026-07-06,3.28,3.35,3.26,3.34,265804592,881252811.01,0.7495,4.984942
sh.600017,2026-07-06,2.59,2.64,2.57,2.64,26158853,68307524.8,0.8505,18.515313
sh.600018,2026-07-06,4.87,5.0,4.83,4.99,71634273,353766153.54,0.3081,8.501018
sh.600019,2026-07-06,5.58,5.67,5.55,5.65,67565829,379684012.91,0.3155,12.141656
sh.600020,2026-07-06,3.77,3.8,3.73,3.8,12164353,45843707.43,0.5413,13.349432
sh.600021,2026-07-06,14.96,15.11,14.75,14.78,29558266,439701306.48,1.0475,16.646274
sh.600022,2026-07-06,1.28,1.29,1.26,1.27,68534780,87489449.9,0.6406,-618.908136
sh.600023,2026-07-06,5.4,5.45,5.35,5.41,34628281,186990705.96,0.2583,9.801773
sh.600025,2026-07-06,9.17,9.26,9.02,9.23,22737152,208425673.6,0.122,20.138369
sh.600026,2026-07-06,17.97,18.2,17.24,17.37,83293567,1464387420.18,2.1759,17.272473
sh.600027,2026-07-06,4.53,4.56,4.47,4.54,65345466,295565364.72,0.7091,8.976062
sh.600028,2026-07-06,4.7,4.84,4.67,4.82,290675604,1388191181.61,0.3068,16.395066
sh.600029,2026-07-06,5.21,5.29,5.18,5.23,102505156,537095715.76,0.7606,30.720477
sh.600030,2026-07-06,29.52,29.65,28.92,29.23,223854395,6534266215.73,1.8384,12.860764
sh.600031,2026-07-06,18.52,19.08,18.4,18.89,105703997,1991437337.28,1.2473,20.63017
sh.600032,2026-07-06,7.08,7.14,6.88,6.9,25384528,177532999.48,1.0556,36.839002
sh.600033,2026-07-06,3.38,3.45,3.36,3.43,19269745,65684646.8,0.7021,9.82887
sh.600035,2026-07-06,3.47,3.53,3.45,3.52,9690400,33958171.0,0.6018,11.280074
sh.600036,2026-07-06,36.7,37.76,36.52,37.73,97154407,3625395504.86,0.471,6.312197
sh.600037,2026-07-06,6.32,6.41,6.32,6.4,12068101,76914019.61,0.8671,131.883572
sh.600038,2026-07-06,26.21,26.51,25.87,25.93,5014797,130690627.2,0.7497,43.588036
sh.600039,2026-07-06,8.45,8.59,8.23,8.56,18952589,159618810.4,0.218,10.606127
sh.600048,2026-07-06,4.69,4.78,4.65,4.76,124528922,588267972.24,1.0403,-312.613988
sh.600050,2026-07-06,4.06,4.11,4.03,4.11,122837495,500849571.9,0.3964,14.841511
sh.600051,2026-07-06,6.04,6.08,5.94,5.97,3357144,20113332.88,1.0799,24.478463
sh.600052,2026-07-06,3.85,3.89,3.68,3.7,17501160,65666067.0,2.0731,-6.496533
sh.600054,2026-07-06,10.96,11.15,10.95,11.15,6389801,70881248.96,1.2448,28.022835
sh.600055,2026-07-06,10.88,10.99,10.6,10.72,6741231,72579168.73,0.9588,-27.028559
sh.600056,2026-07-06,9.12,9.37,9.04,9.29,18794940,173790011.55,1.2569,28.780208
sh.600057,2026-07-06,5.66,5.96,5.63,5.95,24245074,142108142.94,1.1587,12.9412
sh.600058,2026-07-06,10.6,10.65,10.16,10.34,16075272,166319922.74,1.4997,-357.419999
sh.600059,2026-07-06,7.62,7.76,7.55,7.71,7021202,53911344.38,0.7703,31.192335
sh.600060,2026-07-06,27.6,28.36,27.0,27.92,14443466,400463263.15,1.1109,14.625616
sh.600061,2026-07-06,6.63,6.68,6.57,6.66,45468490,300820467.5,0.7111,12.654471
sh.600062,2026-07-06,17.02,17.23,16.79,17.13,12007582,205336143.41,1.1565,10.947307
sh.600063,2026-07-06,7.7,8.12,6.99,7.01,173485888,1280499314.01,8.3846,32.057683
sh.600064,2026-07-06,7.34,7.49,7.31,7.47,17611496,130582383.16,1.0178,7.323069
sh.600066,2026-07-06,28.91,29.65,28.36,29.34,24584343,715926702.57,1.1104,11.899752
sh.600067,2026-07-06,2.91,2.98,2.87,2.89,26678991,77887702.45,1.9171,208.477719
sh.600071,2026-07-06,16.95,17.05,16.35,16.38,3949230,65319591.48,1.4026,169.587227
sh.600072,2026-07-06,8.94,9.07,8.64,8.67,23031320,202038641.11,2.126,-3.972861
sh.600073,2026-07-06,4.94,5.11,4.94,5.09,11737208,59308294.98,1.2517,-19.206622
sh.600075,2026-07-06,4.3,4.61,4.28,4.42,36697431,163451325.24,2.1488,-76.288913
sh.600076,2026-07-06,3.38,3.48,3.32,3.33,39458848,133508753.9,2.9347,-11.451386
sh.600078,2026-07-06,12.73,13.27,12.66,12.87,32442003,421166258.37,4.8964,121.019233
sh.600081,2026-07-06,9.72,9.81,9.55,9.59,3389230,32727038.4,0.6129,232.063055
sh.600085,2026-07-06,23.25,23.75,23.02,23.71,10753094,252892767.36,0.7841,30.155091
sh.600088,2026-07-06,11.26,11.49,11.2,11.4,5781048,65811108.76,1.4536,-551.150039
sh.600089,2026-07-06,21.78,21.98,21.27,21.35,82725273,1782603637.84,1.6372,17.487983
sh.600094,2026-07-06,3.47,3.51,3.44,3.49,16053900,55824571.44,0.755,56.238809
sh.600095,2026-07-06,7.86,7.9,7.69,7.75,21351016,165985442.36,0.7468,50.468736
sh.600096,2026-07-06,30.25,31.16,30.01,30.29,37968704,1157129301.9,2.0828,10.437933
sh.600097,2026-07-06,8.2,8.39,8.2,8.25,2730500,22586266.0,1.1333,77.02445
sh.600098,2026-07-06,6.1,6.21,6.03,6.21,20822257,127900822.46,0.5939,9.061792
sh.600099,2026-07-06,8.56,8.74,8.39,8.52,3505700,29885113.0,1.5999,74.021933
sh.600100,2026-07-06,6.79,6.84,6.67,6.8,22673903,152963357.97,0.6768,68.724717
