code,trade_date,open,high,low,close,volume,amount,turn,pe_ttm
sh.600000,2026-07-13,9.04,9.21,9.01,9.19,75761962,693325381.31,0.2275,6.087523
sh.600004,2026-07-13,7.42,7.5,7.41,7.46,7240640,53973352.2,0.3059,14.346082
sh.600006,2026-07-13,5.26,5.31,5.1,5.13,18660708,96547700.92,0.933,-24.126127
sh.600007,2026-07-13,19.66,19.9,19.48,19.69,2147071,42237382.0,0.2132,16.578763
sh.600008,2026-07-13,2.8,2.83,2.79,2.83,71112741,200330688.85,0.9688,11.525102
sh.600009,2026-07-13,22.73,22.83,22.53,22.62,8895012,201207029.08,0.4347,25.871464
sh.600010,2026-07-13,2.16,2.16,2.06,2.07,529191880,1107671412.2,1.6897,-698.429948
sh.600011,2026-07-13,6.82,6.84,6.72,6.76,89518086,606138411.88,0.814,7.623098
sh.600012,2026-07-13,16.68,16.99,16.42,16.88,5151700,86182731.24,0.442,15.483282
sh.600015,2026-07-13,6.76,6.86,6.74,6.86,64267104,438831010.78,0.4177,4.025085
sh.600016,2026-07-13,3.33,3.37,3.32,3.37,200946525,674666188.87,0.5667,5.029717
sh.600017,2026-07-13,2.59,2.65,2.59,2.64,37329700,98103868.0,1.2137,18.515313
sh.600018,2026-07-13,5.05,5.12,5.04,5.1,65815433,335320958.1,0.2831,8.688415
sh.600019,2026-07-13,5.46,5.5,5.44,5.5,70833935,387672186.72,0.3308,11.819312
sh.600020,2026-07-13,3.68,3.75,3.66,3.73,11877368,44082825.06,0.5285,13.103521
sh.600021,2026-07-13,14.06,14.06,13.44,13.46,33022310,450960091.84,1.1702,15.159597
sh.600022,2026-07-13,1.29,1.31,1.28,1.28,91454175,117993575.66,0.8548,-623.781428
sh.600023,2026-07-13,5.39,5.46,5.36,5.41,47510476,256993532.98,0.3543,9.801773
sh.600025,2026-07-13,9.59,9.84,9.55,9.81,50080559,488956761.58,0.2688,21.403835
sh.600026,2026-07-13,16.0,16.15,15.2,15.36,62115502,958290997.24,1.6227,15.273779
