code,trade_date,open,high,low,close,volume,amount,turn,pe_ttm
sh.600000,2026-07-10,8.98,9.11,8.92,9.06,76502191,691188280.16,0.2297,6.00141
sh.600004,2026-07-10,7.45,7.52,7.34,7.48,8870125,66011843.05,0.3748,14.384543
sh.600006,2026-07-10,5.1,5.33,5.07,5.27,20798500,108972555.0,1.0399,-24.78454
sh.600007,2026-07-10,19.59,19.7,19.36,19.62,1453800,28435170.0,0.1443,16.519824
sh.600008,2026-07-10,2.8,2.83,2.75,2.81,64015748,178734972.7,0.8721,11.443653
sh.600009,2026-07-10,22.54,23.02,22.19,22.84,14161623,321995496.97,0.6921,26.123087
sh.600010,2026-07-10,2.08,2.19,2.05,2.17,709710154,1518520706.87,2.2661,-732.170525
sh.600011,2026-07-10,6.7,6.92,6.62,6.84,137354090,935617332.46,1.2489,7.713312
sh.600012,2026-07-10,17.02,17.13,16.52,16.62,5140595,85930463.9,0.441,15.244795
sh.600015,2026-07-10,6.74,6.81,6.71,6.78,52788626,356646187.41,0.3431,3.978145
sh.600016,2026-07-10,3.3,3.35,3.29,3.34,194741636,646964260.08,0.5492,4.984942
sh.600017,2026-07-10,2.58,2.62,2.56,2.6,21697150,56333848.5,0.7054,18.234778
sh.600018,2026-07-10,5.04,5.09,5.0,5.06,52182174,263637032.46,0.2245,8.620271
sh.600019,2026-07-10,5.47,5.53,5.37,5.48,85815597,467968468.23,0.4007,11.776332
sh.600020,2026-07-10,3.73,3.78,3.71,3.76,9837034,36912111.38,0.4377,13.208911
sh.600021,2026-07-10,13.84,14.25,13.67,14.0,39020980,547449647.07,1.3828,15.767783
sh.600022,2026-07-10,1.26,1.3,1.24,1.29,110381589,140595953.68,1.0317,-628.65472
sh.600023,2026-07-10,5.31,5.47,5.28,5.4,48595697,261976203.59,0.3624,9.783655
sh.600025,2026-07-10,9.61,9.65,9.47,9.62,35531620,340092652.6,0.1907,20.989286
sh.600026,2026-07-10,15.5,15.97,15.18,15.77,60615187,951366684.25,1.5835,15.681478
sh.600027,2026-07-10,4.43,4.54,4.39,4.5,78908307,353500770.38,0.8562,8.896978
sh.600028,2026-07-10,4.76,4.77,4.7,4.76,228977560,1086701400.5,0.2417,16.190978
sh.600029,2026-07-10,5.06,5.13,4.99,5.11,86505230,438314595.62,0.6419,30.015609
sh.600030,2026-07-10,28.6,28.74,28.25,28.4,167482393,4762803818.79,1.3755,12.495576
sh.600031,2026-07-10,18.5,19.35,18.35,18.86,80412319,1518889781.15,0.9489,20.597407
sh.600032,2026-07-10,6.49,6.79,6.43,6.65,32182890,214217129.21,1.3383,35.504256
sh.600033,2026-07-10,3.39,3.44,3.34,3.42,22760300,77314833.0,0.8293,9.800214
sh.600035,2026-07-10,3.48,3.51,3.43,3.48,6443400,22411203.0,0.4002,11.151891
sh.600036,2026-07-10,36.61,36.92,36.33,36.88,79377153,2911440764.19,0.3848,6.169993
sh.600037,2026-07-10,6.17,6.42,6.1,6.35,18909901,119426365.38,1.3587,130.853231
sh.600038,2026-07-10,24.96,26.19,24.55,25.41,9158111,233536682.87,1.3691,42.713922
sh.600039,2026-07-10,8.54,8.55,8.36,8.44,12944953,109383166.08,0.1489,10.457443
sh.600048,2026-07-10,4.61,4.84,4.58,4.81,209426558,996278176.26,1.7495,-315.897748
sh.600050,2026-07-10,4.09,4.29,4.07,4.2,271019329,1139393724.85,0.8745,15.166508
sh.600051,2026-07-10,5.75,5.97,5.66,5.88,4397701,25783260.93,1.4146,24.10944
sh.600052,2026-07-10,3.56,3.83,3.49,3.72,18267308,67814948.4,2.1639,-6.53165
sh.600054,2026-07-10,10.74,10.95,10.67,10.88,5841300,63277344.0,1.138,27.344255
sh.600055,2026-07-10,10.39,11.13,10.16,10.87,11755493,126616775.4,1.672,-27.406757
sh.600056,2026-07-10,9.0,9.17,8.84,9.09,15505786,140117752.1,1.0369,28.160613
sh.600057,2026-07-10,5.71,5.76,5.6,5.75,14502383,82576799.2,0.6931,12.506201
sh.600058,2026-07-10,11.14,11.52,11.0,11.38,18552318,208896791.13,1.7308,-393.369399
sh.600059,2026-07-10,7.43,7.68,7.35,7.65,9953586,75320307.3,1.0919,30.949593
sh.600060,2026-07-10,27.05,27.96,26.76,26.95,12393255,337600097.41,0.9532,14.117491
sh.600061,2026-07-10,6.55,6.55,6.42,6.5,36902285,238995206.34,0.5771,12.35046
sh.600062,2026-07-10,16.42,16.71,16.18,16.57,9233476,152121271.61,0.8894,10.589427
sh.600063,2026-07-10,6.18,6.33,6.07,6.07,95402237,589294895.84,4.6108,27.758935
sh.600064,2026-07-10,7.36,7.41,7.24,7.32,13766384,100845218.92,0.7956,7.17602
sh.600066,2026-07-10,28.28,28.81,27.43,28.4,14480458,408913143.02,0.6541,11.518505
sh.600067,2026-07-10,2.73,2.83,2.68,2.75,23187400,64171327.0,1.6662,198.378452
sh.600071,2026-07-10,15.87,16.37,15.71,15.98,3581656,57285966.59,1.272,165.445903
sh.600072,2026-07-10,8.1,8.91,8.01,8.91,35284024,302170740.24,3.257,-4.082836
sh.600073,2026-07-10,4.88,5.05,4.82,5.01,7102300,35257928.0,0.7574,-18.90475
sh.600075,2026-07-10,4.17,4.22,4.12,4.13,38898904,162107746.86,2.2777,-71.283532
sh.600076,2026-07-10,3.21,3.31,3.15,3.22,31250736,101485532.2,2.3243,-11.073112
sh.600078,2026-07-10,10.66,10.95,10.55,10.86,22079101,238499739.78,3.3323,102.118793
sh.600081,2026-07-10,9.09,9.41,8.99,9.27,3250420,30098205.6,0.5878,224.319554
sh.600085,2026-07-10,23.07,23.81,22.7,23.68,12337778,289621550.73,0.8996,30.116936
sh.600088,2026-07-10,11.15,11.63,10.89,11.45,8228400,93794104.97,2.069,-553.567363
sh.600089,2026-07-10,20.06,20.49,19.91,20.06,114146759,2310744885.56,2.2591,16.431332
sh.600094,2026-07-10,3.91,4.07,3.88,3.96,59857151,237283861.23,2.8152,63.812516
sh.600095,2026-07-10,7.57,7.57,7.3,7.46,26811924,199498480.4,0.9377,48.580228
sh.600096,2026-07-10,27.58,27.85,26.96,27.27,30893194,848108979.34,1.6946,9.397241
sh.600097,2026-07-10,7.85,8.18,7.7,8.08,3161499,25318500.23,1.3122,75.437279
sh.600098,2026-07-10,5.95,6.06,5.87,6.02,20673830,123725022.38,0.5897,8.784539
sh.600099,2026-07-10,8.02,8.43,7.97,8.34,4338900,35822816.0,1.9801,72.458089
sh.600100,2026-07-10,6.79,7.08,6.74,6.96,39080248,272541299.88,1.1665,70.341769
sh.600101,2026-07-10,7.65,8.01,7.65,7.93,12849968,101303823.02,2.3455,23.576945
sh.600103,2026-07-10,2.84,2.98,2.78,2.89,95504175,276918057.96,4.3169,165.371753
sh.600104,2026-07-10,9.92,10.25,9.82,10.12,71374913,720398487.03,0.6209,11.508215
sh.600105,2026-07-10,50.75,53.33,49.0,49.04,139138620,7169817752.93,9.517,698.166988
sh.600106,2026-07-10,4.55,4.71,4.44,4.65,19104661,88230461.66,1.4375,72.58244
sh.600108,2026-07-10,2.86,2.99,2.83,2.92,73760286,215699927.82,3.7886,106.624928
sh.600109,2026-07-10,8.69,8.69,8.52,8.54,32405313,278191888.73,0.8746,13.259032
sh.600110,2026-07-10,13.44,14.07,12.79,12.82,150755838,2014604744.07,8.6882,-100.773049
sh.600111,2026-07-10,42.17,43.3,40.51,42.51,97668995,4130830850.78,2.7017,56.119357
sh.600113,2026-07-10,30.26,33.08,29.85,33.08,8078500,252556701.0,1.9635,99.130164
sh.600114,2026-07-10,34.3,34.55,32.66,32.74,22514742,755701440.8,3.6527,37.588364
sh.600115,2026-07-10,3.61,3.7,3.58,3.66,169834390,619866503.74,0.9976,81.247353
sh.600116,2026-07-10,5.72,5.78,5.6,5.74,16295888,93034738.88,0.8522,23.225406
sh.600117,2026-07-10,2.11,2.22,2.06,2.18,28825165,62390274.97,0.8855,-7.073292
sh.600118,2026-07-10,81.19,90.02,78.6,90.02,62560095,5310186109.47,5.2905,6270.492633
sh.600120,2026-07-10,4.75,4.88,4.63,4.84,82993141,396271586.02,2.43,17.849833
sh.600121,2026-07-10,3.41,3.63,3.35,3.54,62205027,219341585.98,5.1054,-4.058302
sh.600123,2026-07-10,5.65,5.73,5.53,5.67,18751780,106048948.2,1.2728,-13.904572
sh.600125,2026-07-10,5.22,5.31,5.17,5.28,10873200,57004844.01,0.8329,12.787701
sh.600126,2026-07-10,5.76,6.15,5.66,5.96,80589958,482147504.66,2.3863,292.80372
sh.600127,2026-07-10,5.34,5.49,5.23,5.45,15051637,81431917.94,2.3453,-670.666139
sh.600128,2026-07-10,7.62,7.94,7.52,7.8,4286400,33360214.0,1.737,33.835421
sh.600129,2026-07-10,15.0,16.6,14.57,16.58,52807665,826850323.36,9.5767,81.887955
sh.600130,2026-07-10,4.0,4.21,4.0,4.14,29754300,122769497.0,3.9672,541.878342
sh.600131,2026-07-10,14.38,15.09,14.18,14.6,10734196,158150420.58,0.8976,26.671869
sh.600132,2026-07-10,41.18,41.95,41.0,41.75,4086062,169954930.74,0.8443,16.895391
sh.600133,2026-07-10,7.78,8.09,7.68,7.93,24655460,195219550.32,2.3124,30.505848
sh.600135,2026-07-10,7.55,7.97,7.4,7.68,12125112,93786762.68,2.1914,-45.27638
sh.600137,2026-07-10,16.24,17.01,15.94,16.74,2097700,34983432.0,2.1577,52.775362
sh.600138,2026-07-10,6.67,6.88,6.53,6.85,11251099,76241862.39,1.5544,61.737602
sh.600141,2026-07-10,36.39,37.15,33.95,34.03,57784188,2051145605.67,4.8084,28.437182
