concept_code,concept_name,trade_date,open,high,low,close,volume,amount
300008,新能源汽车,2015-03-02,1658.664,1688.15,1657.306,1685.993,1532860000,26744879000.0
300008,新能源汽车,2015-03-03,1680.42,1702.538,1668.847,1670.933,1493629300,27086331000.0
300008,新能源汽车,2015-03-04,1671.386,1691.833,1671.131,1691.833,1144058320,20864037000.0
300008,新能源汽车,2015-03-05,1689.903,1716.306,1681.273,1716.247,1351645800,24750730000.0
300008,新能源汽车,2015-03-06,1717.815,1723.526,1679.998,1681.034,1253394570,23744845000.0
300008,新能源汽车,2015-03-09,1672.068,1695.691,1660.36,1695.691,968656010,16984266000.0
300008,新能源汽车,2015-03-10,1696.175,1724.577,1692.745,1718.21,935006010,17594685000.0
300008,新能源汽车,2015-03-11,1717.841,1720.832,1706.061,1716.432,977334220,19558001000.0
300008,新能源汽车,2015-03-12,1715.908,1718.992,1690.161,1706.657,1025380200,19943054000.0
300008,新能源汽车,2015-03-13,1709.923,1724.841,1703.067,1724.429,894243930,16889957000.0
300008,新能源汽车,2015-03-16,1728.029,1772.743,1727.787,1772.743,1365740100,25833109000.0
300008,新能源汽车,2015-03-17,1785.946,1799.67,1769.503,1797.867,1780140800,31332771000.0
300008,新能源汽车,2015-03-18,1800.377,1830.879,1792.411,1830.662,1563198900,28403222000.0
300008,新能源汽车,2015-03-19,1831.956,1847.832,1821.129,1844.581,1678487000,30193616000.0
300008,新能源汽车,2015-03-20,1848.81,1860.959,1841.05,1859.369,1500603200,27550495000.0
300008,新能源汽车,2015-03-23,1869.435,1903.16,1867.736,1902.807,1745164500,32336959000.0
300008,新能源汽车,2015-03-24,1886.152,1900.692,1829.964,1894.96,1994706800,39811072000.0
300008,新能源汽车,2015-03-25,1890.712,1931.846,1874.834,1920.28,1747182000,34007773000.0
300008,新能源汽车,2015-03-26,1911.208,1932.099,1876.444,1900.415,1683927800,33794219000.0
300008,新能源汽车,2015-03-27,1898.743,1921.909,1885.801,1919.55,1312702020,26100830000.0
300008,新能源汽车,2015-03-30,1924.623,1938.882,1916.704,1936.14,1646910800,30367543000.0
300008,新能源汽车,2015-03-31,1938.322,1968.394,1924.423,1946.308,1699590100,34239308000.0
300013,大飞机,2015-03-02,1907.967,1930.058,1889.675,1929.917,670572270,14467591000.0
300013,大飞机,2015-03-03,1924.27,1972.947,1909.188,1934.991,813812080,17674451000.0
300013,大飞机,2015-03-04,1940.939,1972.329,1936.209,1962.797,759054460,16026303000.0
300013,大飞机,2015-03-05,1965.195,1965.195,1915.253,1930.956,655157730,12374860300.0
300013,大飞机,2015-03-06,1928.882,1936.82,1900.775,1906.497,532597350,9807712600.0
300013,大飞机,2015-03-09,1896.817,1925.42,1878.958,1925.42,395919830,7591450500.0
300013,大飞机,2015-03-10,1925.277,1945.957,1923.851,1935.332,383208970,7680530300.0
300013,大飞机,2015-03-11,1939.277,1940.206,1913.254,1924.938,453651840,9689030800.0
