concept_code,concept_name,trade_date,open,high,low,close,volume,amount
300008,新能源汽车,2015-05-04,2276.294,2308.662,2263.369,2300.498,1658528900,37857031000.0
300008,新能源汽车,2015-05-05,2302.687,2302.687,2215.342,2227.772,1786555900,38259120000.0
300008,新能源汽车,2015-05-06,2241.211,2285.036,2192.821,2209.475,1519517000,35244159000.0
300008,新能源汽车,2015-05-07,2198.071,2208.512,2152.135,2156.91,1425911600,31161121000.0
300008,新能源汽车,2015-05-08,2172.884,2236.142,2172.884,2236.142,1558476100,36263354000.0
300008,新能源汽车,2015-05-11,2267.516,2352.765,2258.709,2352.765,2092846700,48986466000.0
300008,新能源汽车,2015-05-12,2369.528,2415.223,2356.845,2414.525,2396064600,56075716000.0
300008,新能源汽车,2015-05-13,2406.538,2462.481,2376.672,2431.166,2419274800,63601336000.0
300008,新能源汽车,2015-05-14,2425.754,2443.4,2406.07,2439.831,2118106500,55787652000.0
300008,新能源汽车,2015-05-15,2433.247,2446.066,2383.869,2422.597,2113569800,49277804000.0
300008,新能源汽车,2015-05-18,2420.52,2469.549,2414.329,2462.358,1996638200,48564079000.0
300008,新能源汽车,2015-05-19,2470.135,2515.161,2454.814,2515.044,2181688000,51144410000.0
300008,新能源汽车,2015-05-20,2526.951,2624.448,2526.951,2570.846,2445381600,58836499000.0
300008,新能源汽车,2015-05-21,2578.598,2662.111,2570.645,2661.106,2520217700,58906834000.0
300008,新能源汽车,2015-05-22,2693.165,2710.906,2625.202,2696.714,3000104800,72654740000.0
300008,新能源汽车,2015-05-25,2678.864,2762.334,2651.255,2759.765,2774551100,65896558000.0
300008,新能源汽车,2015-05-26,2785.621,2867.608,2773.818,2867.523,3055328900,75488575000.0
300008,新能源汽车,2015-05-27,2885.081,2904.006,2814.848,2892.095,2787533700,70301649000.0
300008,新能源汽车,2015-05-28,2897.336,2952.557,2717.801,2720.512,3164445400,77323059000.0
300008,新能源汽车,2015-05-29,2720.979,2810.501,2600.299,2751.797,2427057800,56821762000.0
300013,大飞机,2015-05-04,2514.335,2617.341,2491.983,2617.155,797873290,24477221000.0
300013,大飞机,2015-05-05,2623.746,2636.444,2521.871,2531.176,847474930,25852010000.0
300013,大飞机,2015-05-06,2533.238,2558.362,2445.584,2470.99,651892580,19675576000.0
300013,大飞机,2015-05-07,2455.797,2472.911,2399.239,2401.893,580117940,16600112000.0
300013,大飞机,2015-05-08,2415.657,2486.513,2407.62,2486.513,542145150,16185743000.0
300013,大飞机,2015-05-11,2525.245,2585.495,2505.066,2584.825,679921220,20628511000.0
300013,大飞机,2015-05-12,2593.175,2708.3,2579.257,2704.323,866059820,28280067000.0
300013,大飞机,2015-05-13,2684.976,2739.271,2647.532,2671.143,849696600,28489059000.0
300013,大飞机,2015-05-14,2666.211,2704.121,2653.78,2696.107,674685110,21399214000.0
300013,大飞机,2015-05-15,2697.508,2799.961,2687.371,2769.764,764732320,26349785000.0
300013,大飞机,2015-05-18,2760.9,2876.455,2748.381,2849.09,678150680,24634417000.0
300013,大飞机,2015-05-19,2848.748,2884.988,2809.886,2879.746,543229730,18634722000.0
300013,大飞机,2015-05-20,2893.914,3040.551,2893.914,2966.944,657922050,23117968000.0
300013,大飞机,2015-05-21,2985.813,3099.981,2984.745,3099.151,687357440,22527193000.0
300013,大飞机,2015-05-22,3135.844,3179.109,3021.052,3172.786,769852510,26065583000.0
300013,大飞机,2015-05-25,3145.939,3372.427,3114.211,3361.566,891475540,32715138000.0
300013,大飞机,2015-05-26,3443.407,3601.142,3406.817,3598.039,956893020,38919626000.0
300013,大飞机,2015-05-27,3643.568,3727.291,3531.336,3613.815,994218010,42793214000.0
300013,大飞机,2015-05-28,3610.757,3675.944,3321.095,3326.655,976916210,38348022000.0
300013,大飞机,2015-05-29,3306.183,3499.385,3175.42,3423.383,854810230,30643772000.0
300018,参股保险,2015-05-04,1648.495,1665.933,1629.364,1663.048,11122986000,162706480000.0
300018,参股保险,2015-05-05,1664.318,1665.267,1589.088,1597.261,13863732000,190866920000.0
300018,参股保险,2015-05-06,1602.228,1626.593,1555.136,1569.681,11653904800,176189670000.0
300018,参股保险,2015-05-07,1560.183,1568.37,1525.024,1527.665,9239318900,128952688000.0
300018,参股保险,2015-05-08,1546.484,1592.561,1545.073,1592.561,9495331600,134605970000.0
