concept_code,trade_date,open,high,low,close,volume,amount
308614,2026-06-23,1144.143,1188.022,1143.222,1175.182,1019559360,13033138300.0
309121,2026-06-23,2693.719,2701.91,2629.99,2650.596,6622003400,163503030000.0
309120,2026-06-23,2387.33,2406.758,2338.599,2356.041,2224823700,135003190000.0
309126,2026-06-23,1180.842,1192.421,1159.803,1166.575,2049254500,37285177000.0
301558,2026-06-23,1971.721,1993.48,1945.34,1955.952,10888165400,317208710000.0
300800,2026-06-23,5013.716,5100.914,4988.863,5021.935,3780045800,100953637000.0
301496,2026-06-23,5894.539,6041.385,5892.988,5948.295,835709510,21201382000.0
309084,2026-06-23,1439.87,1440.597,1395.138,1402.516,1989487000,55497652000.0
301259,2026-06-23,1943.535,1968.675,1921.09,1931.622,8070177100,168320010000.0
305376,2026-06-23,1993.1,2014.93,1980.021,1989.213,626438140,14053969000.0
307550,2026-06-23,1283.169,1312.09,1282.965,1295.317,1450446300,15338934000.0
308972,2026-06-23,2146.513,2167.908,2119.074,2131.689,20733330000,607920160000.0
300018,2026-06-23,1352.157,1374.881,1345.223,1349.901,3533679400,27345244000.0
306912,2026-06-23,2650.998,2657.497,2594.144,2609.867,11113495700,357791160000.0
300100,2026-06-23,1439.143,1468.219,1439.143,1445.479,4176939000,54351308000.0
300157,2026-06-23,1453.799,1469.687,1422.23,1428.189,560200210,7619748000.0
301270,2026-06-23,1436.828,1465.746,1436.066,1446.443,7715822900,78814019000.0
309094,2026-06-23,1630.873,1652.535,1619.019,1628.137,7268810300,150067660000.0
308432,2026-06-23,2020.926,2063.434,2019.272,2035.292,4365964700,147716040000.0
308969,2026-06-23,1684.767,1701.742,1662.747,1668.947,5436379200,43953165000.0
309056,2026-06-23,2893.282,2894.604,2810.073,2825.285,1893600700,61472730000.0
300926,2026-06-23,3874.974,3893.466,3783.703,3805.563,2612164600,97215473000.0
306750,2026-06-23,1392.108,1414.52,1391.357,1396.601,2538894100,44619222000.0
300163,2026-06-23,1178.922,1197.912,1173.105,1179.487,6845998100,166100460000.0
309045,2026-06-23,1920.532,1948.567,1914.272,1923.736,1170302000,27079341000.0
300786,2026-06-23,6774.009,6856.153,6710.739,6750.19,14636815000,323039090000.0
308588,2026-06-23,1350.33,1393.153,1349.65,1373.196,1505447600,26606741000.0
308822,2026-06-23,680.434,719.287,680.193,713.356,893868070,16890456000.0
308753,2026-06-23,1691.172,1703.166,1659.713,1668.328,4747882000,55231131000.0
301016,2026-06-23,1781.817,1811.015,1770.229,1781.079,9680548500,278753550000.0
300168,2026-06-23,3495.843,3556.587,3490.27,3507.682,15408362000,362828680000.0
308014,2026-06-23,1147.024,1198.751,1146.951,1184.565,5023542100,89792942000.0
306380,2026-06-23,2708.313,2729.935,2671.552,2686.117,33853990000,743648440000.0
307940,2026-06-23,3188.902,3232.335,3107.391,3160.551,7800634700,611253840000.0
301123,2026-06-23,1506.263,1543.312,1506.263,1518.817,414118100,3118494500.0
300013,2026-06-23,4015.389,4034.45,3942.113,3960.205,4590037700,109481218000.0
308696,2026-06-23,938.008,950.649,930.033,933.214,830246910,11274454300.0
307816,2026-06-23,3520.937,3603.205,3433.256,3504.269,2509814000,217129490000.0
300733,2026-06-23,2187.66,2198.471,2150.197,2162.077,22078945000,647721380000.0
302027,2026-06-23,478.857,484.297,472.309,474.802,1523149600,15878237000.0
308869,2026-06-23,1281.946,1307.997,1278.514,1286.135,681191720,10834812400.0
309115,2026-06-23,2219.879,2245.218,2197.394,2208.537,13721710000,332260180000.0
308700,2026-06-23,3135.049,3177.996,3069.544,3117.637,8446467400,387836500000.0
301623,2026-06-23,1276.428,1300.739,1274.615,1287.276,2370839700,17293857000.0
308477,2026-06-23,2122.666,2148.976,2095.612,2111.012,1780380400,33805660000.0
307822,2026-06-23,974.711,978.809,954.551,958.36,4161683100,116293634000.0
308828,2026-06-23,2415.018,2432.778,2369.77,2384.063,15882905000,512796990000.0
308537,2026-06-23,1357.646,1403.511,1357.537,1382.612,772061950,5973538100.0
308366,2026-06-23,1717.455,1735.198,1691.919,1701.837,7546446700,202198710000.0
309093,2026-06-23,1256.215,1276.625,1244.027,1250.782,3782890800,48996440000.0
308002,2026-06-23,1966.899,1998.187,1957.116,1966.898,4615142600,90786950000.0
309104,2026-06-23,1331.698,1346.766,1312.055,1319.259,4688650800,94776558000.0
301135,2026-06-23,1456.314,1479.272,1436.001,1453.936,3951548000,35463768000.0
308803,2026-06-23,1596.801,1638.07,1592.873,1610.073,575541960,33639237000.0
309058,2026-06-23,1346.484,1365.058,1337.591,1342.505,680792850,12262592100.0
300891,2026-06-23,2153.343,2213.8,2151.73,2184.486,3056168000,35271965000.0
308555,2026-06-23,1742.824,1777.441,1738.899,1754.336,751700970,13841904000.0
308850,2026-06-23,1470.584,1487.744,1460.816,1467.325,3324346600,58858046000.0
308977,2026-06-23,5169.31,5215.061,5060.272,5098.346,1432419500,147931870000.0
308572,2026-06-23,1462.848,1533.202,1462.716,1514.932,3095429600,36897825000.0
301174,2026-06-23,1498.82,1504.667,1469.387,1476.424,2451443000,22821401000.0
309113,2026-06-23,1948.986,1964.058,1918.6,1927.994,3084064200,80961351000.0
300200,2026-06-23,1392.706,1404.743,1372.531,1379.894,18622369000,339259590000.0
308438,2026-06-23,2031.116,2101.008,2031.116,2068.302,75545464,1353838100.0
300085,2026-06-23,6149.031,6244.025,6093.496,6123.836,4514944600,118515532000.0
301236,2026-06-23,1616.334,1641.85,1608.853,1617.79,3766770900,85541651000.0
307954,2026-06-23,4377.72,4389.59,4250.817,4300.675,3100455200,171814120000.0
308708,2026-06-23,1162.416,1210.029,1162.416,1196.56,1412517500,24041658000.0
308991,2026-06-23,1309.596,1320.489,1282.835,1291.356,6114094100,126724657000.0
308915,2026-06-23,1009.641,1054.241,1009.49,1041.217,2167284800,28214522000.0
300890,2026-06-23,3564.083,3599.173,3518.353,3536.659,9779837700,253669520000.0
309124,2026-06-23,1433.065,1454.719,1431.96,1438.004,11055233700,120824344000.0
301518,2026-06-23,3819.506,3853.637,3772.13,3790.406,4887078900,82717050000.0
308806,2026-06-23,2142.871,2153.092,2101.321,2114.236,2971059900,120352572000.0
309023,2026-06-23,1071.821,1110.621,1068.945,1086.712,230995000,3091191200.0
309049,2026-06-23,7317.734,7318.784,7072.316,7144.799,12281342600,704842300000.0
308732,2026-06-23,1505.145,1536.904,1504.244,1515.565,4000792100,69010450000.0
301477,2026-06-23,1370.968,1411.025,1370.561,1390.724,607890190,6580077200.0
301780,2026-06-23,2779.33,2814.985,2756.188,2770.001,17748802000,360090430000.0
300941,2026-06-23,2208.826,2240.545,2188.121,2201.188,2692624600,110764351000.0
302154,2026-06-23,1123.383,1145.367,1122.387,1131.633,12484456400,246790940000.0
301630,2026-06-23,1281.241,1314.725,1281.241,1300.259,861986500,7886471500.0
301079,2026-06-23,4879.485,4914.171,4799.059,4827.248,23458960000,644349230000.0
309085,2026-06-23,3193.79,3261.255,3142.475,3191.64,1057588050,86644379000.0
308582,2026-06-23,5934.224,6080.318,5890.449,5950.199,2175741600,96740960000.0
300223,2026-06-23,1041.864,1056.083,1035.039,1038.979,1784169200,13346239600.0
300221,2026-06-23,2236.157,2266.307,2228.032,2239.353,4443143900,48143431000.0
308829,2026-06-23,1264.808,1265.492,1230.887,1235.871,4334037400,68945967000.0
308531,2026-06-23,1769.821,1789.823,1751.665,1762.54,2051815000,73351026000.0
300082,2026-06-23,2565.051,2585.391,2528.238,2541.785,18050936000,495813620000.0
309034,2026-06-23,1410.511,1432.547,1404.108,1410.002,60761684000,908066150000.0
308874,2026-06-23,1464.587,1482.425,1447.636,1454.461,1831145800,36243266000.0
308294,2026-06-23,1715.705,1718.874,1672.67,1681.867,10490136500,373030100000.0
302174,2026-06-23,3127.003,3127.003,2944.068,2955.897,3463762800,86301625000.0
302166,2026-06-23,1069.638,1088.431,1066.83,1071.064,167174400,1856158700.0
301669,2026-06-23,1029.436,1058.363,1027.788,1052.459,399690010,2630292800.0
300105,2026-06-23,3856.81,3899.415,3813.951,3834.405,9096933900,231337350000.0
308428,2026-06-23,1486.496,1512.965,1483.172,1488.299,1533235100,25010738000.0
300066,2026-06-23,1945.023,1971.294,1930.169,1940.591,9449837500,299960540000.0
301470,2026-06-23,3608.496,3627.649,3542.097,3561.163,2917632900,86603539000.0
300236,2026-06-23,2110.25,2120.913,2065.331,2073.739,1176417140,31081271000.0
300973,2026-06-23,1615.719,1645.965,1614.025,1622.075,2977054000,28359071000.0
309051,2026-06-23,2323.245,2341.495,2280.027,2292.825,4415884000,191692840000.0
309129,2026-06-23,1462.752,1513.177,1462.247,1492.026,3109392600,53814038000.0
300238,2026-06-23,4356.429,4385.169,4288.623,4309.631,14040713000,254497750000.0
308547,2026-06-23,1648.45,1690.084,1648.164,1671.229,1245007010,7942516200.0
300087,2026-06-23,1888.56,1944.473,1888.421,1922.279,1152372890,15988761000.0
301424,2026-06-23,1697.579,1722.029,1683.972,1691.658,1540981900,26180892000.0
301209,2026-06-23,5865.4,5999.93,5857.601,5889.876,7894077900,119381713000.0
308731,2026-06-23,1796.568,1826.875,1785.746,1796.697,5576028900,109021945000.0
308941,2026-06-23,802.162,837.902,801.9,826.568,1083075010,17975258000.0
301104,2026-06-23,981.535,996.565,969.068,972.547,2843496800,41658298000.0
308775,2026-06-23,1627.03,1643.461,1611.193,1619.983,1944452400,52212014000.0
300248,2026-06-23,3846.482,3846.482,3670.618,3683.283,7488954900,115378795000.0
308202,2026-06-23,1683.005,1721.968,1681.56,1690.459,1225454800,19549080000.0
301459,2026-06-23,3747.313,3786.699,3696.805,3719.729,34583879000,982725720000.0
308527,2026-06-23,4632.152,4649.986,4513.308,4544.586,1643160000,71820186000.0
308883,2026-06-23,1386.265,1411.053,1379.241,1387.171,4452918000,95453011000.0
308887,2026-06-23,1471.343,1493.662,1461.582,1470.232,1016750960,22802640000.0
308507,2026-06-23,3086.021,3121.458,3056.095,3071.766,4355303400,127709675000.0
309090,2026-06-23,1646.798,1667.206,1624.319,1634.169,2348008000,64240644000.0
301490,2026-06-23,2460.377,2490.138,2439.915,2451.803,63872318000,1487377300000.0
301628,2026-06-23,933.344,956.481,925.35,930.167,1872726800,44365965000.0
309081,2026-06-23,1224.915,1277.751,1224.915,1258.301,1097780220,27079905000.0
309000,2026-06-23,2011.106,2052.832,2003.203,2016.121,2918912700,79765528000.0
300261,2026-06-23,1411.147,1435.22,1407.14,1415.095,2915359800,26288487000.0
308885,2026-06-23,1146.965,1175.652,1145.85,1153.724,711139630,13458963000.0
300814,2026-06-23,4189.526,4264.916,4186.24,4211.775,3406734700,128804638000.0
300061,2026-06-23,1946.008,1983.388,1943.61,1953.194,8843192300,124103048000.0
301032,2026-06-23,1144.948,1165.21,1144.317,1151.302,1340708880,26513759000.0
301107,2026-06-23,1300.834,1301.399,1264.655,1270.863,6291297400,122919159000.0
308864,2026-06-23,2031.46,2031.46,1904.173,1910.856,4845303900,79118817000.0
301582,2026-06-23,2298.833,2298.833,2161.816,2168.989,4837718500,75712193000.0
300816,2026-06-23,4200.059,4263.123,4171.095,4193.953,32714458000,914294850000.0
301258,2026-06-23,2107.619,2141.851,2092.005,2104.82,5120938400,182332720000.0
301146,2026-06-23,1888.763,1948.254,1886.684,1917.95,1231121230,28956918000.0
309128,2026-06-23,1742.877,1767.402,1730.688,1739.296,2078516100,42226321000.0
301786,2026-06-23,1643.072,1655.559,1620.617,1628.43,6554930800,127232231000.0
300269,2026-06-23,2805.557,2866.833,2804.188,2855.96,376663330,5796782400.0
308699,2026-06-23,867.166,888.426,862.641,871.368,178089730,25256179000.0
301117,2026-06-23,1566.369,1597.408,1562.446,1571.62,1732913500,30046545000.0
309108,2026-06-23,2633.782,2642.746,2574.036,2587.86,6078905400,161114680000.0
300277,2026-06-23,1498.344,1519.748,1486.333,1493.492,682779530,4903538900.0
309066,2026-06-23,1336.165,1359.727,1331.921,1339.8,968796200,21519442000.0
309007,2026-06-23,1522.242,1547.332,1519.465,1528.444,1682872600,28622317000.0
308659,2026-06-23,1940.823,1958.024,1900.367,1911.966,2496195700,34863269000.0
301564,2026-06-23,930.329,950.628,929.793,938.173,7857913400,105324247000.0
308566,2026-06-23,1835.614,1865.395,1832.43,1841.808,2639446600,26215931000.0
301179,2026-06-23,1700.411,1742.751,1700.411,1722.122,3824748600,50612434000.0
301248,2026-06-23,1703.656,1727.774,1692.095,1700.969,1435338800,33703716000.0
308956,2026-06-23,772.893,792.801,772.263,780.818,1150105050,8330933300.0
300830,2026-06-23,2643.807,2686.393,2628.409,2645.3,3812999000,170522700000.0
300098,2026-06-23,3370.214,3396.425,3296.096,3311.0,3922248400,84908964000.0
300038,2026-06-23,1300.465,1358.741,1300.277,1341.167,2707422100,34489403000.0
308926,2026-06-23,1604.209,1643.948,1603.771,1628.02,753691430,9895143500.0
308760,2026-06-23,1194.711,1207.683,1183.468,1189.046,19038394000,246586270000.0
300923,2026-06-23,1530.214,1564.171,1526.049,1532.693,1543872100,11392284800.0
301223,2026-06-23,2615.786,2675.394,2613.88,2640.393,4161742200,40023417000.0
308893,2026-06-23,1022.544,1054.889,1022.05,1038.593,340191640,3815744800.0
302150,2026-06-23,1560.182,1585.625,1543.148,1551.824,2668941200,42663125000.0
300084,2026-06-23,2361.685,2404.672,2348.653,2355.523,5258566800,65899417000.0
308716,2026-06-23,2249.189,2293.317,2241.483,2249.85,5185225500,54048636000.0
308657,2026-06-23,887.356,910.183,886.942,890.863,1056029920,9383126400.0
308834,2026-06-23,1711.668,1719.07,1677.322,1684.185,774010710,6797853700.0
308628,2026-06-23,3248.824,3285.648,3185.72,3225.237,8577053000,232413670000.0
301346,2026-06-23,1384.654,1435.499,1383.205,1415.728,5233969600,35168519000.0
301096,2026-06-23,1478.659,1484.996,1444.993,1451.864,5031067900,159326080000.0
308535,2026-06-23,1568.607,1597.734,1557.992,1565.558,1705623300,34357274000.0
308748,2026-06-23,1597.054,1623.698,1586.207,1594.325,2301384700,23931261000.0
301511,2026-06-23,1425.631,1425.631,1354.396,1360.29,3702415000,60118062000.0
301632,2026-06-23,1619.812,1652.124,1611.874,1617.48,1328015350,6607181400.0
301306,2026-06-23,1283.778,1304.978,1282.947,1289.752,1913996500,46979396000.0
308016,2026-06-23,2234.132,2289.932,2232.773,2255.991,2091657100,14826325000.0
301154,2026-06-23,3683.298,3737.739,3617.677,3652.864,11309077100,313603580000.0
308832,2026-06-23,3343.186,3343.186,3226.673,3248.974,8779926100,440860570000.0
309105,2026-06-23,2220.991,2252.964,2196.85,2207.86,1174525900,41843383000.0
308774,2026-06-23,3014.077,3029.359,2893.04,2906.651,1307243960,41012395000.0
309030,2026-06-23,2688.435,2688.786,2579.512,2601.319,2662969200,100251286000.0
301497,2026-06-23,1467.559,1499.24,1466.806,1476.556,709454720,6958344100.0
