concept_code,trade_date,open,high,low,close,volume,amount
308614,2026-06-25,1155.537,1159.845,1126.198,1153.461,971107310,13527566000.0
309121,2026-06-25,2712.411,2755.468,2694.988,2729.8,9088613000,213094800000.0
309120,2026-06-25,2389.63,2426.521,2370.416,2423.733,2649446500,160195280000.0
309126,2026-06-25,1142.118,1143.181,1113.22,1118.464,1964902900,33858074000.0
301558,2026-06-25,1927.953,1934.607,1893.585,1903.708,10831091300,345702950000.0
300800,2026-06-25,4979.379,5003.683,4886.533,4909.757,4248642500,119076293000.0
301496,2026-06-25,5781.356,5858.244,5713.108,5784.497,954328290,23150520000.0
309084,2026-06-25,1404.921,1414.294,1383.234,1401.096,2130686300,60268698000.0
301259,2026-06-25,1900.099,1905.464,1863.376,1872.686,8388399200,199077050000.0
305376,2026-06-25,1953.951,1953.951,1906.766,1920.043,712288620,16512623000.0
307550,2026-06-25,1262.428,1263.322,1241.918,1246.969,1373729700,13916827000.0
308972,2026-06-25,2124.603,2135.59,2091.176,2100.419,23004243000,662135870000.0
300018,2026-06-25,1313.96,1315.414,1294.733,1307.094,3229674000,25088579000.0
306912,2026-06-25,2608.763,2622.309,2577.663,2591.021,10881363600,348002820000.0
300100,2026-06-25,1407.516,1408.868,1386.611,1397.867,3713399000,50479770000.0
300157,2026-06-25,1428.709,1428.759,1389.401,1400.2,569503710,9775022900.0
301270,2026-06-25,1416.489,1416.649,1394.638,1402.892,8990135200,85294258000.0
309094,2026-06-25,1608.948,1612.908,1575.906,1581.207,8183686200,155926870000.0
308432,2026-06-25,2010.413,2016.681,1984.847,1995.191,4823881400,158255640000.0
308969,2026-06-25,1624.137,1624.336,1588.738,1596.905,4732578500,37345893000.0
309056,2026-06-25,2820.23,2840.425,2797.799,2829.73,1648044400,58586066000.0
300926,2026-06-25,3841.754,3920.146,3835.189,3913.157,2554709300,102419857000.0
306750,2026-06-25,1367.049,1382.847,1357.142,1370.105,3606115500,51098769000.0
300163,2026-06-25,1166.062,1169.762,1144.162,1149.618,7907656500,199417090000.0
309045,2026-06-25,1909.754,1929.282,1871.31,1881.634,1063247660,21897349000.0
300786,2026-06-25,6663.593,6681.875,6556.72,6588.114,15574210000,328372040000.0
308588,2026-06-25,1342.503,1342.503,1314.616,1326.504,1396193300,25561525000.0
308822,2026-06-25,702.115,704.85,680.033,700.652,891614390,16425920000.0
308753,2026-06-25,1637.285,1640.842,1605.84,1614.417,3774421000,48636299000.0
301016,2026-06-25,1783.355,1793.378,1751.644,1766.293,11034011100,312030650000.0
300168,2026-06-25,3459.83,3463.9,3404.292,3417.329,15422606000,380834590000.0
308014,2026-06-25,1168.242,1171.338,1135.147,1163.125,4809212200,90851463000.0
306380,2026-06-25,2661.039,2672.656,2621.288,2632.383,33542071000,744558600000.0
307940,2026-06-25,3336.831,3399.142,3302.957,3390.857,9222874200,710749090000.0
301123,2026-06-25,1462.711,1468.267,1441.571,1453.171,437596370,3981792000.0
300013,2026-06-25,3939.904,3983.295,3890.523,3906.73,4796918800,112249878000.0
308696,2026-06-25,912.573,913.917,900.196,906.058,747237770,10706656100.0
307816,2026-06-25,3713.65,3783.918,3660.724,3769.348,2695732700,259325060000.0
300733,2026-06-25,2154.633,2164.665,2124.366,2133.723,22736837000,664440290000.0
302027,2026-06-25,468.546,472.042,464.443,466.625,1736289900,20033862000.0
308869,2026-06-25,1261.263,1266.971,1230.031,1235.168,611402930,9645299200.0
309115,2026-06-25,2189.58,2202.3,2154.755,2163.382,14191929000,359593290000.0
308700,2026-06-25,3199.714,3218.541,3151.567,3204.897,9384930000,409017700000.0
301623,2026-06-25,1251.463,1251.814,1224.51,1228.398,2274312100,17142808000.0
308477,2026-06-25,2067.607,2069.946,2024.149,2035.089,1792831500,33446821000.0
307822,2026-06-25,946.582,948.267,930.273,934.173,3905503800,107565319000.0
308828,2026-06-25,2386.881,2400.869,2346.194,2362.47,16281353000,552296620000.0
308537,2026-06-25,1358.114,1364.497,1325.825,1362.575,871065870,7572485800.0
308366,2026-06-25,1677.784,1686.009,1648.646,1657.706,7444371400,227654460000.0
309093,2026-06-25,1217.262,1222.474,1196.735,1202.56,3720066100,42404118000.0
308002,2026-06-25,1937.277,1940.351,1905.109,1915.626,4401035700,88297230000.0
