code,trade_date,open,high,low,close,volume,amount,turn,pe_ttm
sh.600000,2026-06-23,9.14,9.35,9.13,9.28,83391753,771415370.34,0.2504,6.14714
sh.600004,2026-06-23,7.65,7.77,7.56,7.57,11244382,86063381.77,0.4751,14.557619
sh.600006,2026-06-23,5.55,5.68,5.52,5.54,14388078,80643899.68,0.7194,-26.054336
sh.600007,2026-06-23,19.0,19.3,18.94,19.22,2896701,55460200.1,0.2876,16.183028
sh.600008,2026-06-23,2.95,3.02,2.94,2.99,92117144,275806634.75,1.2549,12.176698
sh.600009,2026-06-23,23.33,23.66,22.86,22.96,13525415,314104525.48,0.661,26.260337
sh.600010,2026-06-23,2.5,2.51,2.33,2.35,1249113158,3009561689.1,3.9885,-792.903564
sh.600011,2026-06-23,7.66,8.02,7.64,7.78,196418379,1541109228.79,1.786,8.773328
sh.600012,2026-06-23,15.45,15.83,15.28,15.7,4905533,76826030.82,0.4209,14.40092
sh.600015,2026-06-23,6.74,6.89,6.72,6.84,84087892,574724953.34,0.5465,4.01335
sh.600016,2026-06-23,3.49,3.55,3.48,3.49,324033941,1136495953.71,0.9137,5.208817
sh.600017,2026-06-23,2.62,2.7,2.61,2.67,41335096,110427117.25,1.3439,18.725715
sh.600018,2026-06-23,4.9,5.01,4.88,4.94,64653699,321256480.03,0.2781,8.415838
sh.600019,2026-06-23,5.75,5.93,5.73,5.78,135039651,786015272.84,0.6306,12.421022
sh.600020,2026-06-23,3.83,3.94,3.82,3.9,12910064,50390073.89,0.5745,13.700732
sh.600021,2026-06-23,16.75,16.95,16.26,16.29,54585837,905738263.29,1.9344,18.346942
sh.600022,2026-06-23,1.29,1.32,1.28,1.29,78977534,102725912.06,0.7382,-628.65472
sh.600023,2026-06-23,5.67,5.78,5.52,5.53,66680808,375341838.68,0.4973,10.019188
sh.600025,2026-06-23,9.37,9.57,9.31,9.38,31406995,296338897.0,0.1686,20.465644
sh.600026,2026-06-23,20.62,21.55,20.52,20.75,120266428,2529748753.43,3.142,20.632466
sh.600027,2026-06-23,4.76,4.89,4.74,4.76,101869404,489778480.66,1.1054,9.411026
sh.600028,2026-06-23,4.75,4.9,4.72,4.73,298852063,1437917031.94,0.3154,16.088934
sh.600029,2026-06-23,5.28,5.33,5.13,5.16,85471618,446304889.56,0.6342,30.309303
sh.600030,2026-06-23,28.7,29.3,28.15,28.32,389126485,11177510036.43,3.1957,12.460377
