concept_code,concept_name,trade_date,open,high,low,close,volume,amount
300008,新能源汽车,2018-05-02,1752.979,1761.649,1729.574,1741.557,1624473500,20014883000.0
300008,新能源汽车,2018-05-03,1738.89,1761.937,1719.684,1761.882,1773155000,21060234000.0
300008,新能源汽车,2018-05-04,1760.185,1766.923,1755.756,1758.498,1718916000,19814912000.0
300008,新能源汽车,2018-05-07,1760.712,1791.442,1760.712,1791.359,2125856800,25613036000.0
300008,新能源汽车,2018-05-08,1792.782,1803.94,1789.598,1803.935,2066892100,26152362000.0
300008,新能源汽车,2018-05-09,1803.704,1812.475,1799.939,1809.181,1733095500,20532938000.0
300008,新能源汽车,2018-05-10,1812.304,1819.767,1804.626,1818.301,1796547000,23225174000.0
300008,新能源汽车,2018-05-11,1820.912,1826.409,1812.384,1814.276,2297872500,28315134000.0
300008,新能源汽车,2018-05-14,1811.939,1822.945,1802.781,1808.467,2177890400,28029772000.0
300008,新能源汽车,2018-05-15,1814.142,1824.707,1805.656,1824.647,1958126200,24625161000.0
300008,新能源汽车,2018-05-16,1818.267,1823.138,1809.5,1810.858,1890945200,24181915000.0
300008,新能源汽车,2018-05-17,1809.029,1811.017,1799.619,1803.677,1642676200,21876539000.0
300008,新能源汽车,2018-05-18,1802.359,1813.889,1794.14,1812.146,1682384000,21600696000.0
300008,新能源汽车,2018-05-21,1827.111,1847.053,1827.111,1844.2,2460356000,30845681000.0
300008,新能源汽车,2018-05-22,1843.687,1853.435,1837.745,1853.431,2219675500,27050907000.0
300008,新能源汽车,2018-05-23,1851.599,1857.282,1836.226,1836.226,2234213000,26997391000.0
300008,新能源汽车,2018-05-24,1833.263,1836.579,1826.137,1828.173,1882468900,23588108000.0
300008,新能源汽车,2018-05-25,1825.579,1830.663,1810.704,1812.908,1874182400,23209228000.0
300008,新能源汽车,2018-05-28,1813.994,1815.786,1791.81,1794.227,1746520000,21664986000.0
300008,新能源汽车,2018-05-29,1792.225,1803.388,1779.429,1780.149,1689364100,21837759000.0
300008,新能源汽车,2018-05-30,1754.16,1754.16,1707.859,1711.086,2103237300,24536685000.0
300008,新能源汽车,2018-05-31,1724.246,1734.929,1712.198,1734.591,1709875100,20148226000.0
300013,大飞机,2018-05-02,1532.124,1542.503,1504.005,1515.989,364338700,4110007700.0
300013,大飞机,2018-05-03,1512.746,1521.692,1480.084,1520.226,405677250,4618093200.0
300013,大飞机,2018-05-04,1517.003,1535.857,1513.35,1523.104,309913480,3746603100.0
300013,大飞机,2018-05-07,1524.74,1540.606,1521.855,1539.695,315779490,3969874700.0
300013,大飞机,2018-05-08,1550.917,1579.21,1550.917,1563.018,448962380,5668812000.0
300013,大飞机,2018-05-09,1557.1,1562.406,1548.006,1555.44,316197900,3804862600.0
300013,大飞机,2018-05-10,1555.267,1558.738,1530.824,1544.332,320735320,3933772900.0
300013,大飞机,2018-05-11,1548.294,1551.911,1533.0,1534.784,286411370,3219555400.0
300013,大飞机,2018-05-14,1534.944,1537.938,1505.689,1509.985,307064100,3647898200.0
300013,大飞机,2018-05-15,1510.14,1527.671,1507.331,1527.671,238155340,3021316200.0
300013,大飞机,2018-05-16,1525.399,1535.884,1519.345,1519.99,257188930,3447191300.0
300013,大飞机,2018-05-17,1518.924,1520.781,1501.57,1504.704,249589850,2765155700.0
300013,大飞机,2018-05-18,1503.595,1516.39,1494.495,1515.609,309567300,3243360900.0
300013,大飞机,2018-05-21,1522.242,1540.02,1520.785,1538.277,390295770,3657436800.0
300013,大飞机,2018-05-22,1537.108,1537.457,1522.363,1534.907,310755040,3312810400.0
300013,大飞机,2018-05-23,1534.021,1545.913,1527.452,1528.277,361547560,3984492400.0
300013,大飞机,2018-05-24,1521.683,1524.682,1507.715,1509.557,318201340,3297928200.0
300013,大飞机,2018-05-25,1508.899,1526.098,1497.075,1514.129,347744110,3823888900.0
300013,大飞机,2018-05-28,1507.122,1509.782,1472.526,1474.912,328695520,3691730800.0
300013,大飞机,2018-05-29,1471.588,1481.692,1459.673,1462.53,258129670,2656033500.0
300013,大飞机,2018-05-30,1449.491,1449.491,1399.455,1403.699,320980840,3107813100.0
300013,大飞机,2018-05-31,1411.955,1420.996,1391.349,1409.493,317277600,3130928700.0
300018,参股保险,2018-05-02,1219.01,1223.337,1205.698,1212.205,1088914840,12069910600.0
300018,参股保险,2018-05-03,1205.585,1221.948,1196.858,1221.948,1187370040,12409545000.0
300018,参股保险,2018-05-04,1217.375,1222.825,1214.147,1216.966,1012873940,10801297100.0
300018,参股保险,2018-05-07,1218.115,1235.52,1218.115,1234.938,1171372860,13307960900.0
300018,参股保险,2018-05-08,1235.348,1242.902,1233.796,1242.883,1174864890,13055298700.0
300018,参股保险,2018-05-09,1241.343,1242.313,1232.499,1237.252,1047765520,11318421500.0
300018,参股保险,2018-05-10,1240.401,1243.95,1235.034,1243.848,1040924020,12109593500.0
300018,参股保险,2018-05-11,1245.226,1245.226,1233.644,1234.809,1015294440,11312595800.0
300018,参股保险,2018-05-14,1231.105,1234.712,1219.209,1223.107,842338360,9477722000.0
300018,参股保险,2018-05-15,1221.649,1232.808,1217.077,1232.808,1092208620,11204803000.0
300018,参股保险,2018-05-16,1227.161,1235.079,1224.818,1227.307,918459530,11634049000.0
300018,参股保险,2018-05-17,1224.968,1227.546,1217.908,1220.282,853566370,8999260800.0
300018,参股保险,2018-05-18,1216.723,1224.256,1211.468,1223.855,971226140,10419929600.0
300018,参股保险,2018-05-21,1229.624,1236.919,1228.12,1234.585,1283852920,13816780000.0
300018,参股保险,2018-05-22,1231.182,1232.707,1224.72,1232.681,1398701400,13813739000.0
300018,参股保险,2018-05-23,1228.532,1228.532,1216.421,1216.421,1288029210,13616984000.0
300018,参股保险,2018-05-24,1215.093,1220.623,1213.13,1214.327,1031480100,11715637200.0
300018,参股保险,2018-05-25,1211.469,1213.705,1199.117,1201.077,1109747260,12204890900.0
300018,参股保险,2018-05-28,1199.74,1199.929,1186.273,1191.314,1266483730,13165919300.0
300018,参股保险,2018-05-29,1188.473,1191.619,1176.147,1176.147,1227054970,13429513000.0
300018,参股保险,2018-05-30,1159.291,1159.659,1137.187,1139.681,1309011810,13056886000.0
300018,参股保险,2018-05-31,1146.438,1154.203,1135.916,1153.924,1090375870,11172970400.0
300019,网络游戏,2018-05-02,1388.993,1395.898,1366.68,1377.726,717228400,9062612500.0
300019,网络游戏,2018-05-03,1375.147,1397.211,1359.373,1396.841,715349310,9445518500.0
300019,网络游戏,2018-05-04,1394.461,1401.589,1388.208,1388.563,604544070,8126986400.0
300019,网络游戏,2018-05-07,1388.842,1408.321,1388.842,1408.304,634077500,8254204200.0
300019,网络游戏,2018-05-08,1405.421,1413.022,1399.873,1413.002,619318160,8156834900.0
300019,网络游戏,2018-05-09,1411.178,1413.818,1403.448,1409.521,584327040,7361144900.0
300019,网络游戏,2018-05-10,1410.22,1413.603,1398.825,1411.166,634578620,7721600400.0
300019,网络游戏,2018-05-11,1412.093,1412.448,1392.48,1392.607,591245580,7119920900.0
300019,网络游戏,2018-05-14,1392.821,1396.356,1371.433,1375.71,602722710,7420329100.0
300019,网络游戏,2018-05-15,1376.257,1395.98,1371.284,1395.98,526835280,6642531300.0
300019,网络游戏,2018-05-16,1390.324,1394.612,1381.404,1381.606,544241520,6807244500.0
300019,网络游戏,2018-05-17,1379.96,1385.911,1370.488,1372.325,538608680,6488605300.0
300019,网络游戏,2018-05-18,1369.52,1373.627,1359.676,1372.235,497554250,5906151400.0
300019,网络游戏,2018-05-21,1378.12,1395.804,1378.12,1392.889,600556140,7610979700.0
300019,网络游戏,2018-05-22,1393.715,1399.901,1389.657,1399.901,630101920,7416843100.0
300019,网络游戏,2018-05-23,1397.137,1397.426,1386.495,1386.495,769510750,9107212700.0
300019,网络游戏,2018-05-24,1387.069,1391.575,1379.0,1379.87,586151770,6926659600.0
