concept_code,trade_date,open,high,low,close,volume,amount
308614,2026-07-03,1207.81,1225.756,1186.619,1214.054,974672800,14657641000.0
309121,2026-07-03,2640.463,2701.92,2619.641,2655.798,8317371300,172910540000.0
309120,2026-07-03,2310.437,2363.327,2292.565,2328.454,2285001600,131095028000.0
309126,2026-07-03,1105.148,1114.412,1089.642,1098.184,2115596800,32837463000.0
301558,2026-07-03,1865.398,1885.683,1859.367,1870.226,10032276500,261404570000.0
300800,2026-07-03,4877.126,4957.212,4869.001,4913.929,3345733600,93869710000.0
301496,2026-07-03,5789.173,5849.971,5753.906,5809.957,775701520,16296457000.0
309084,2026-07-03,1385.191,1396.624,1357.38,1373.844,2107687600,48670318000.0
301259,2026-07-03,1841.641,1861.785,1834.964,1846.254,7698934200,152651470000.0
305376,2026-07-03,1997.381,2002.873,1955.989,1962.219,611697240,11504660000.0
307550,2026-07-03,1263.344,1277.925,1260.456,1271.694,1209647270,11293665000.0
308972,2026-07-03,2079.006,2134.643,2072.113,2109.347,21641965000,577307590000.0
300018,2026-07-03,1325.172,1339.707,1322.703,1334.838,3073423000,26275210000.0
306912,2026-07-03,2540.259,2585.721,2529.876,2552.908,9898094400,305675840000.0
300100,2026-07-03,1396.251,1407.02,1390.086,1401.998,3056233900,38230430000.0
300157,2026-07-03,1380.254,1388.209,1364.378,1380.881,469872160,6296264300.0
301270,2026-07-03,1413.385,1428.669,1410.743,1422.301,8126310000,75548294000.0
309094,2026-07-03,1587.342,1642.866,1587.074,1627.17,9448892500,176891170000.0
308432,2026-07-03,2006.592,2043.86,2006.592,2028.679,3206749700,93527151000.0
308969,2026-07-03,1578.418,1592.788,1576.74,1582.119,4153545900,31676060000.0
309056,2026-07-03,2760.695,2769.756,2726.285,2733.235,1569247000,43468740000.0
300926,2026-07-03,3743.921,3777.347,3681.502,3711.111,1972150600,76539952000.0
306750,2026-07-03,1393.965,1405.655,1390.864,1397.823,3070259000,45708263000.0
300163,2026-07-03,1139.353,1161.666,1139.353,1151.751,7066765500,161350910000.0
309045,2026-07-03,1836.053,1913.261,1836.053,1895.566,978914550,20260966000.0
300786,2026-07-03,6454.829,6584.207,6443.17,6527.944,14456610000,273387910000.0
308588,2026-07-03,1348.424,1366.693,1341.196,1363.145,1358612900,24549097000.0
308822,2026-07-03,747.647,760.754,735.965,760.079,905959110,20413697000.0
308753,2026-07-03,1579.513,1610.465,1579.475,1600.65,3684534300,45788127000.0
301016,2026-07-03,1758.592,1806.303,1751.124,1783.683,11195511600,300212250000.0
300168,2026-07-03,3419.432,3466.712,3416.982,3443.338,14705249000,320000980000.0
308014,2026-07-03,1241.782,1262.196,1223.225,1255.324,5570361400,115788080000.0
306380,2026-07-03,2590.513,2634.982,2582.527,2612.595,30898230000,652866670000.0
307940,2026-07-03,3364.201,3420.882,3281.574,3326.931,8292011700,631925250000.0
301123,2026-07-03,1460.8,1472.036,1451.962,1462.394,408746580,2911722400.0
300013,2026-07-03,3893.875,4025.747,3893.875,3990.493,4766574400,113772677000.0
308696,2026-07-03,896.989,911.234,896.989,902.325,533978630,7213449100.0
307816,2026-07-03,3806.092,3845.798,3667.924,3696.308,2499068200,229781810000.0
300733,2026-07-03,2102.428,2123.244,2085.327,2102.567,19739713000,583634730000.0
302027,2026-07-03,462.967,464.539,457.279,461.941,1643291400,17863174000.0
308869,2026-07-03,1201.52,1213.568,1193.092,1203.851,487734190,7028053600.0
309115,2026-07-03,2150.192,2202.062,2149.925,2184.467,13469911000,317268080000.0
308700,2026-07-03,3169.238,3190.787,3082.809,3116.933,7192894100,326434310000.0
301623,2026-07-03,1233.886,1251.243,1230.969,1244.365,2233349000,16573127000.0
308477,2026-07-03,1988.364,2030.039,1983.683,2014.399,1456746900,26891621000.0
307822,2026-07-03,904.136,912.078,900.636,905.742,3274182200,89062425000.0
308828,2026-07-03,2291.355,2319.704,2284.058,2295.764,13921373000,397872010000.0
308537,2026-07-03,1393.814,1420.65,1389.018,1417.185,650564100,4862633000.0
308366,2026-07-03,1628.524,1643.563,1619.717,1629.237,6983039100,176766900000.0
309093,2026-07-03,1201.793,1208.998,1182.813,1195.927,3749499900,44703939000.0
308002,2026-07-03,1897.075,1914.683,1885.414,1901.389,4321042600,85453355000.0
309104,2026-07-03,1259.067,1271.511,1252.462,1260.317,4428968200,82967863000.0
301135,2026-07-03,1462.861,1470.761,1426.831,1428.051,5480060000,52320126000.0
308803,2026-07-03,1560.912,1598.212,1558.388,1579.772,488729140,27075750000.0
309058,2026-07-03,1279.075,1303.885,1278.838,1293.524,624063900,10292644100.0
300891,2026-07-03,2132.136,2160.612,2121.782,2153.027,2797833200,34771555000.0
308555,2026-07-03,1647.183,1675.671,1647.183,1662.221,1101107740,12591571900.0
308850,2026-07-03,1414.279,1423.751,1408.441,1409.443,3133447800,51032610000.0
308977,2026-07-03,4612.663,4698.976,4595.98,4600.149,1084530210,104066259000.0
308572,2026-07-03,1574.468,1600.985,1548.758,1588.899,3632911600,50770907000.0
301174,2026-07-03,1426.522,1440.294,1421.396,1428.903,1921162300,16749616000.0
309113,2026-07-03,1896.965,1957.374,1896.117,1941.709,3308007900,84440346000.0
300200,2026-07-03,1317.85,1346.692,1316.885,1336.611,16485275000,299940570000.0
308438,2026-07-03,2058.816,2099.905,2053.243,2099.905,70417396,1185189360.0
300085,2026-07-03,6554.444,6575.754,6278.772,6325.877,4434289400,135153610000.0
301236,2026-07-03,1563.282,1581.061,1559.961,1569.631,4177306400,74849306000.0
307954,2026-07-03,4188.248,4297.27,4155.009,4211.461,3266461500,136656720000.0
308708,2026-07-03,1220.121,1235.666,1206.511,1230.38,1545765600,29779347000.0
308991,2026-07-03,1278.021,1290.992,1258.25,1273.529,7117413000,117457291000.0
308915,2026-07-03,1064.755,1081.486,1048.467,1074.521,2664214700,38233871000.0
