concept_code,concept_name,trade_date,open,high,low,close,volume,amount
300008,新能源汽车,2017-04-05,2292.218,2344.774,2292.218,2344.696,2761835800,42343581000.0
300008,新能源汽车,2017-04-06,2350.731,2350.772,2340.492,2346.657,2082882300,32979667000.0
300008,新能源汽车,2017-04-07,2346.262,2357.901,2338.964,2348.942,1800365100,28231127000.0
300008,新能源汽车,2017-04-10,2341.958,2343.667,2322.547,2324.731,2376462100,34834528000.0
300008,新能源汽车,2017-04-11,2318.792,2343.268,2298.547,2343.145,2570674100,39706499000.0
300008,新能源汽车,2017-04-12,2335.129,2335.129,2312.236,2314.07,2087351200,29611541000.0
300008,新能源汽车,2017-04-13,2309.18,2331.613,2309.125,2322.911,1644737100,22513898000.0
300008,新能源汽车,2017-04-14,2320.873,2321.281,2278.951,2280.376,1718184500,23514468000.0
300008,新能源汽车,2017-04-17,2273.967,2273.967,2240.594,2251.325,1491844600,19830103000.0
300008,新能源汽车,2017-04-18,2251.707,2255.487,2218.085,2219.939,1465396400,21161291000.0
300008,新能源汽车,2017-04-19,2211.04,2211.227,2161.157,2188.524,1696818300,22103965000.0
300008,新能源汽车,2017-04-20,2187.487,2199.485,2162.979,2180.317,1478737100,21619479000.0
300008,新能源汽车,2017-04-21,2181.566,2189.299,2167.31,2171.708,1219762070,17809634000.0
300008,新能源汽车,2017-04-24,2166.05,2166.05,2108.58,2108.58,1512353700,20328840000.0
300008,新能源汽车,2017-04-25,2109.264,2125.056,2103.487,2105.917,1297351870,17812098000.0
300008,新能源汽车,2017-04-26,2107.985,2122.604,2107.327,2116.0,1561668400,21651016000.0
300008,新能源汽车,2017-04-27,2111.474,2130.776,2070.141,2126.971,1718177200,22705640000.0
300008,新能源汽车,2017-04-28,2122.209,2133.423,2119.786,2133.209,1352871800,18296338000.0
300013,大飞机,2017-04-05,2278.638,2315.431,2274.335,2315.167,429501790,6217097800.0
300013,大飞机,2017-04-06,2311.249,2316.859,2305.728,2312.763,384558180,5466906000.0
300013,大飞机,2017-04-07,2309.65,2342.117,2309.65,2329.041,528630040,7588070300.0
300013,大飞机,2017-04-10,2333.699,2333.699,2306.646,2314.977,450538550,6450585700.0
300013,大飞机,2017-04-11,2311.059,2400.898,2300.464,2400.453,847711090,16093919000.0
300013,大飞机,2017-04-12,2396.575,2415.502,2361.584,2364.169,560015180,10197078900.0
300013,大飞机,2017-04-13,2361.987,2369.625,2342.346,2360.259,377213610,6185877500.0
300013,大飞机,2017-04-14,2361.167,2379.777,2325.4,2327.669,400804160,6453423700.0
300013,大飞机,2017-04-17,2320.589,2320.589,2267.15,2275.834,325511410,5531916300.0
300013,大飞机,2017-04-18,2274.013,2285.375,2244.935,2245.11,258594510,3938359600.0
300013,大飞机,2017-04-19,2235.957,2245.369,2182.42,2211.261,352865380,5793527300.0
300013,大飞机,2017-04-20,2210.73,2227.25,2168.822,2194.762,258795590,4262081000.0
300013,大飞机,2017-04-21,2198.449,2203.288,2174.418,2181.171,224595790,3435661600.0
300013,大飞机,2017-04-24,2181.869,2184.862,2112.8,2112.967,285016960,4201298000.0
300013,大飞机,2017-04-25,2113.981,2130.44,2099.883,2127.595,212832180,3354255400.0
300013,大飞机,2017-04-26,2128.925,2138.151,2114.829,2115.811,252209880,3558462300.0
300013,大飞机,2017-04-27,2116.957,2119.392,2056.812,2117.601,311166650,4772278700.0
