concept_code,concept_name,trade_date,open,high,low,close,volume,amount
300008,新能源汽车,2024-04-01,2544.058,2597.878,2544.058,2597.878,15096734000,199601490000.0
300008,新能源汽车,2024-04-02,2598.886,2598.886,2565.439,2585.371,16154404000,201330450000.0
300008,新能源汽车,2024-04-03,2573.937,2573.937,2517.321,2535.082,14457425000,178269950000.0
300008,新能源汽车,2024-04-08,2526.633,2533.77,2475.994,2476.082,13664929000,167221470000.0
300008,新能源汽车,2024-04-09,2474.519,2518.212,2474.519,2518.212,12031015900,158442390000.0
300008,新能源汽车,2024-04-10,2515.888,2516.808,2439.75,2465.619,12974862200,160051920000.0
300008,新能源汽车,2024-04-11,2444.546,2493.505,2433.373,2461.565,11886599800,151868500000.0
300008,新能源汽车,2024-04-12,2462.878,2483.876,2435.798,2439.664,11657192600,155077270000.0
300008,新能源汽车,2024-04-15,2429.179,2446.913,2319.48,2352.901,14663466000,175907000000.0
300008,新能源汽车,2024-04-16,2325.711,2325.711,2178.069,2178.159,14759870000,170990380000.0
300008,新能源汽车,2024-04-17,2203.233,2335.358,2203.233,2335.358,13738405000,167263260000.0
300008,新能源汽车,2024-04-18,2335.023,2377.331,2305.718,2342.686,13939780000,180903900000.0
300008,新能源汽车,2024-04-19,2330.611,2348.515,2296.73,2317.756,12364076000,159813050000.0
300008,新能源汽车,2024-04-22,2303.317,2322.992,2258.906,2298.684,10977607000,138315470000.0
300008,新能源汽车,2024-04-23,2302.243,2333.107,2302.243,2323.39,10585024100,134120474000.0
300008,新能源汽车,2024-04-24,2325.513,2383.796,2325.513,2383.796,11627469500,152720300000.0
300008,新能源汽车,2024-04-25,2375.456,2407.614,2366.683,2388.398,11905164200,157452630000.0
300008,新能源汽车,2024-04-26,2383.194,2437.891,2380.412,2429.434,14740643000,201377340000.0
300008,新能源汽车,2024-04-29,2441.742,2501.94,2441.742,2501.54,16930618000,230538780000.0
300008,新能源汽车,2024-04-30,2505.974,2513.354,2468.253,2480.041,14902495000,195064990000.0
300013,大飞机,2024-04-01,2217.533,2236.621,2206.115,2235.395,2179226700,26613796000.0
300013,大飞机,2024-04-02,2232.426,2243.476,2208.236,2226.338,2264384200,27171594000.0
300013,大飞机,2024-04-03,2215.133,2215.133,2169.227,2193.216,2099778500,24459591000.0
300013,大飞机,2024-04-08,2185.593,2187.32,2132.032,2132.679,1970581200,22717017000.0
