concept_code,concept_name,trade_date,open,high,low,close,volume,amount
300008,新能源汽车,2024-08-01,2314.079,2327.291,2306.791,2318.004,13925139000,163054290000.0
300008,新能源汽车,2024-08-02,2298.178,2314.657,2267.737,2269.035,13511470000,155718210000.0
300008,新能源汽车,2024-08-05,2247.509,2273.933,2186.937,2186.937,13732195000,159952370000.0
300008,新能源汽车,2024-08-06,2212.472,2226.882,2196.81,2222.439,10776321000,121917738000.0
300008,新能源汽车,2024-08-07,2219.201,2241.181,2215.126,2227.8,9943709800,113643931000.0
300008,新能源汽车,2024-08-08,2216.858,2220.933,2174.598,2201.604,10538045800,113820563000.0
300008,新能源汽车,2024-08-09,2210.883,2227.455,2195.289,2195.289,9285809300,100000254000.0
300008,新能源汽车,2024-08-12,2189.963,2191.971,2163.649,2171.726,8610358400,89562445000.0
300008,新能源汽车,2024-08-13,2168.867,2194.772,2160.082,2194.772,8284949500,92613683000.0
300008,新能源汽车,2024-08-14,2195.781,2201.474,2184.634,2184.634,8447597300,92207581000.0
300008,新能源汽车,2024-08-15,2176.114,2216.255,2164.548,2206.729,10601558700,112710174000.0
300008,新能源汽车,2024-08-16,2209.77,2222.09,2199.968,2201.823,10447012700,114936337000.0
300008,新能源汽车,2024-08-19,2197.566,2214.117,2183.539,2185.059,9816362900,104675851000.0
300008,新能源汽车,2024-08-20,2183.207,2184.644,2143.999,2152.804,9991621900,103450078000.0
300008,新能源汽车,2024-08-21,2144.475,2165.409,2141.994,2155.464,9101695900,100233208000.0
300008,新能源汽车,2024-08-22,2155.011,2158.405,2115.268,2116.614,9476703200,107710580000.0
300008,新能源汽车,2024-08-23,2109.794,2120.656,2085.874,2107.032,8890553400,95238346000.0
300008,新能源汽车,2024-08-26,2107.75,2141.251,2107.563,2137.967,9294518300,105262658000.0
300008,新能源汽车,2024-08-27,2129.811,2129.811,2087.836,2091.397,8803833800,96519386000.0
300008,新能源汽车,2024-08-28,2085.472,2122.264,2081.458,2106.106,8227492200,90434187000.0
300008,新能源汽车,2024-08-29,2097.268,2161.44,2093.585,2154.523,10674814800,122553967000.0
300008,新能源汽车,2024-08-30,2155.038,2225.423,2155.038,2198.439,14740266000,174380120000.0
