code,name,trade_date,open,high,low,close,volume,amount
sh510050,上证50ETF华夏,2026-07-01,3.074,3.109,3.056,3.074,573706570,1766012249.1
sh510050,上证50ETF华夏,2026-07-02,3.038,3.053,2.994,3.003,624175625,1886258738.75
sh510050,上证50ETF华夏,2026-07-03,3.003,3.048,3.003,3.023,536339530,1619343125.95
sh510050,上证50ETF华夏,2026-07-06,3.037,3.057,3.012,3.046,484833635,1472924583.13
sh510050,上证50ETF华夏,2026-07-10,3.088,3.125,3.053,3.057,571879597,1761818068.46
sh510050,上证50ETF华夏,2026-07-13,3.042,3.051,3.0,3.011,719356951,2176774133.73
sh510050,上证50ETF华夏,2026-07-14,3.008,3.058,2.97,3.058,966396645,2921900256.16
sh510210,上证指数ETF富国,2026-07-01,1.024,1.039,1.024,1.03,972247849,1000686098.58
sh510210,上证指数ETF富国,2026-07-02,1.023,1.027,1.01,1.014,1261984360,1285331070.66
sh510210,上证指数ETF富国,2026-07-03,1.012,1.024,1.012,1.019,659643765,670692798.06
sh510210,上证指数ETF富国,2026-07-06,1.02,1.023,1.011,1.018,568594058,578828751.04
sh510210,上证指数ETF富国,2026-07-10,1.014,1.024,1.006,1.007,1148366300,1163007970.33
sh510210,上证指数ETF富国,2026-07-13,1.001,1.004,0.985,0.989,2423834365,2411109234.58
sh510210,上证指数ETF富国,2026-07-14,0.986,1.0,0.978,0.999,1616753178,1601798211.1
sh510300,沪深300ETF华泰柏瑞,2026-07-01,5.009,5.054,4.957,4.998,962619027,4817426920.62
sh510300,沪深300ETF华泰柏瑞,2026-07-02,4.955,4.96,4.835,4.85,1369153610,6708852689.0
sh510300,沪深300ETF华泰柏瑞,2026-07-03,4.83,4.927,4.828,4.876,1998330782,9722378837.13
sh510300,沪深300ETF华泰柏瑞,2026-07-06,4.9,4.914,4.831,4.877,617991815,3016109053.11
sh510300,沪深300ETF华泰柏瑞,2026-07-10,4.918,4.949,4.827,4.829,824280021,4023104712.5
sh510300,沪深300ETF华泰柏瑞,2026-07-13,4.802,4.821,4.719,4.744,1619052968,7725311236.81
sh510300,沪深300ETF华泰柏瑞,2026-07-14,4.744,4.838,4.696,4.837,1808440038,8642082831.59
sh510310,沪深300ETF易方达,2026-07-01,4.868,4.902,4.81,4.841,438522199,2129134906.69
sh510310,沪深300ETF易方达,2026-07-02,4.8,4.806,4.689,4.695,866573771,4114058977.82
sh510310,沪深300ETF易方达,2026-07-03,4.691,4.778,4.687,4.731,1813062773,8560829148.41
sh510310,沪深300ETF易方达,2026-07-06,4.745,4.765,4.685,4.729,232671459,1100768672.53
sh510310,沪深300ETF易方达,2026-07-10,4.763,4.8,4.685,4.687,152785912,723250310.93
sh510310,沪深300ETF易方达,2026-07-13,4.66,4.677,4.578,4.601,323320623,1496651163.87
sh510310,沪深300ETF易方达,2026-07-14,4.602,4.703,4.56,4.703,344306757,1598271965.99
sh510330,沪深300ETF华夏,2026-07-01,5.23,5.267,5.173,5.209,102000645,532417866.74
sh510330,沪深300ETF华夏,2026-07-02,5.187,5.187,5.041,5.059,127801640,654152694.34
sh510330,沪深300ETF华夏,2026-07-03,5.042,5.14,5.042,5.096,126520153,642722377.24
sh510330,沪深300ETF华夏,2026-07-06,5.105,5.12,5.033,5.083,132683872,674730660.09
sh510330,沪深300ETF华夏,2026-07-10,5.123,5.157,5.033,5.041,112127128,570558890.83
sh510330,沪深300ETF华夏,2026-07-13,4.999,5.025,4.915,4.94,205385700,1020715582.58
sh510330,沪深300ETF华夏,2026-07-14,4.94,5.053,4.898,5.053,185127960,923048008.56
sh510500,中证500ETF南方,2026-07-01,9.201,9.305,9.1,9.18,252069545,2318157570.59
sh510500,中证500ETF南方,2026-07-02,9.091,9.091,8.813,8.849,414291694,3712467869.93
sh510500,中证500ETF南方,2026-07-03,8.798,9.014,8.79,8.901,280135216,2486410143.41
sh510500,中证500ETF南方,2026-07-06,8.93,8.966,8.727,8.81,359963109,3188643210.3
sh510500,中证500ETF南方,2026-07-10,8.806,8.933,8.661,8.698,435206229,3818717056.36
sh510500,中证500ETF南方,2026-07-13,8.61,8.636,8.266,8.292,896481229,7576162866.28
sh510500,中证500ETF南方,2026-07-14,8.293,8.419,8.116,8.413,855502259,7109437647.85
sh510880,红利ETF华泰柏瑞,2026-07-01,2.902,2.977,2.902,2.963,245440459,720613187.62
sh510880,红利ETF华泰柏瑞,2026-07-02,2.968,3.024,2.963,2.993,505978000,1511356286.0
sh510880,红利ETF华泰柏瑞,2026-07-03,3.0,3.043,3.0,3.024,238643390,719927446.78
sh510880,红利ETF华泰柏瑞,2026-07-06,3.018,3.091,3.007,3.089,255537866,779709913.63
sh510880,红利ETF华泰柏瑞,2026-07-10,3.025,3.057,3.008,3.045,161705300,490573453.88
sh510880,红利ETF华泰柏瑞,2026-07-13,3.039,3.077,3.027,3.066,253702100,774362234.73
sh510880,红利ETF华泰柏瑞,2026-07-14,3.07,3.148,3.065,3.138,494239186,1534736232.33
sh512000,券商ETF华宝,2026-07-01,0.537,0.569,0.535,0.564,6113739917,3370199129.25
sh512000,券商ETF华宝,2026-07-02,0.561,0.563,0.547,0.549,4071634557,2259757179.14
sh512000,券商ETF华宝,2026-07-03,0.552,0.554,0.544,0.552,3541611340,1949657042.67
sh512000,券商ETF华宝,2026-07-06,0.56,0.563,0.548,0.553,2761192285,1535222910.46
sh512000,券商ETF华宝,2026-07-10,0.54,0.54,0.53,0.532,2719867181,1456488875.43
sh512000,券商ETF华宝,2026-07-13,0.529,0.533,0.524,0.525,2236561792,1180345485.73
sh512000,券商ETF华宝,2026-07-14,0.525,0.528,0.518,0.528,2770624962,1453885448.81
sh512010,医药ETF易方达,2026-07-01,0.347,0.36,0.337,0.359,3266207095,1145622138.57
sh512010,医药ETF易方达,2026-07-02,0.358,0.367,0.355,0.357,2427131563,871947014.01
sh512010,医药ETF易方达,2026-07-03,0.36,0.366,0.355,0.363,2111551541,762270106.3
sh512010,医药ETF易方达,2026-07-06,0.362,0.375,0.358,0.367,2830152875,1034420875.81
sh512010,医药ETF易方达,2026-07-10,0.354,0.368,0.352,0.363,2187330716,785798559.72
sh512010,医药ETF易方达,2026-07-13,0.362,0.364,0.357,0.36,1398953990,504672651.89
sh512010,医药ETF易方达,2026-07-14,0.358,0.368,0.356,0.367,1798065259,651349140.07
sh512050,A500ETF华夏,2026-07-01,1.339,1.345,1.32,1.33,1312671343,1750447235.89
sh512050,A500ETF华夏,2026-07-02,1.315,1.32,1.283,1.288,1399296333,1821184177.4
sh512050,A500ETF华夏,2026-07-03,1.285,1.312,1.285,1.296,1378687710,1784711240.6
sh512050,A500ETF华夏,2026-07-06,1.301,1.307,1.279,1.292,1400373384,1813133438.93
sh512050,A500ETF华夏,2026-07-10,1.298,1.31,1.274,1.276,1481034777,1909794344.94
sh512050,A500ETF华夏,2026-07-13,1.265,1.272,1.236,1.241,2025786818,2539323776.36
sh512050,A500ETF华夏,2026-07-14,1.238,1.269,1.226,1.268,1885266532,2357054481.63
sh512070,证券保险ETF易方达,2026-07-01,0.783,0.829,0.778,0.817,1323642422,1061230311.84
sh512070,证券保险ETF易方达,2026-07-02,0.818,0.821,0.8,0.804,966351304,783469319.72
sh512070,证券保险ETF易方达,2026-07-03,0.805,0.813,0.798,0.808,807691890,650999663.34
sh512070,证券保险ETF易方达,2026-07-06,0.816,0.819,0.805,0.817,895277792,728979942.14
sh512070,证券保险ETF易方达,2026-07-10,0.795,0.799,0.785,0.79,736671399,583627915.86
sh512070,证券保险ETF易方达,2026-07-13,0.785,0.79,0.779,0.783,749429000,587739693.25
sh512070,证券保险ETF易方达,2026-07-14,0.783,0.787,0.771,0.786,697407500,545198313.12
sh512100,中证1000ETF南方,2026-07-01,3.555,3.615,3.555,3.585,447238234,1599994782.13
sh512100,中证1000ETF南方,2026-07-02,3.563,3.583,3.48,3.491,866807707,3059181099.93
sh512100,中证1000ETF南方,2026-07-03,3.477,3.534,3.466,3.488,657408841,2295178616.14
sh512100,中证1000ETF南方,2026-07-06,3.499,3.523,3.417,3.435,1098020550,3808484277.68
sh512100,中证1000ETF南方,2026-07-10,3.359,3.41,3.312,3.312,1220106318,4085220979.24
sh512100,中证1000ETF南方,2026-07-13,3.3,3.312,3.145,3.158,2287747148,7386563604.1
sh512100,中证1000ETF南方,2026-07-14,3.161,3.207,3.101,3.206,1990298078,6306757034.66
sh512170,医疗ETF华宝,2026-07-01,0.304,0.316,0.299,0.314,3031581577,934485021.11
sh512170,医疗ETF华宝,2026-07-02,0.313,0.319,0.31,0.311,2113331900,662001217.67
sh512170,医疗ETF华宝,2026-07-03,0.312,0.317,0.309,0.316,1957023355,613526821.79
