concept_code,concept_name,trade_date,open,high,low,close,volume,amount
300008,新能源汽车,2025-04-01,3417.847,3444.372,3413.278,3419.655,15229957000,227559300000.0
300008,新能源汽车,2025-04-02,3413.963,3470.144,3409.438,3438.707,14643738000,214006300000.0
300008,新能源汽车,2025-04-03,3392.64,3436.467,3349.906,3372.122,16036056000,247389080000.0
300008,新能源汽车,2025-04-07,3122.281,3147.42,2898.367,2917.126,17620518000,259338170000.0
300008,新能源汽车,2025-04-08,2884.776,2963.159,2811.905,2874.771,24419137000,322652700000.0
300008,新能源汽车,2025-04-09,2809.231,2974.185,2665.975,2953.567,25446674000,330872600000.0
300008,新能源汽车,2025-04-10,3038.527,3120.282,3038.527,3051.14,22462162000,324051010000.0
300008,新能源汽车,2025-04-11,3023.301,3135.429,3022.782,3100.039,17961148000,269297400000.0
300008,新能源汽车,2025-04-14,3159.719,3191.807,3152.358,3164.848,18101627000,265477610000.0
300008,新能源汽车,2025-04-15,3172.484,3182.268,3133.997,3165.809,14548311000,212115430000.0
300008,新能源汽车,2025-04-16,3156.144,3158.054,3060.613,3102.491,14245609000,204712040000.0
300008,新能源汽车,2025-04-17,3086.169,3144.073,3085.417,3113.895,12135278600,173927500000.0
300008,新能源汽车,2025-04-18,3110.033,3142.093,3093.259,3128.447,11834469600,163770620000.0
300008,新能源汽车,2025-04-21,3125.823,3194.931,3106.819,3194.931,13765420000,200942260000.0
300008,新能源汽车,2025-04-22,3189.326,3199.295,3170.832,3182.389,14016598000,192919550000.0
300008,新能源汽车,2025-04-23,3208.564,3277.404,3208.564,3264.436,18222845000,276678200000.0
300008,新能源汽车,2025-04-24,3261.963,3275.717,3211.154,3227.909,16021346000,237505430000.0
300008,新能源汽车,2025-04-25,3230.146,3264.509,3213.302,3237.335,14800831000,218498180000.0
300008,新能源汽车,2025-04-28,3231.426,3234.473,3192.812,3195.082,14186226000,199222640000.0
300008,新能源汽车,2025-04-29,3186.125,3251.522,3179.356,3239.449,14276489000,208531420000.0
300008,新能源汽车,2025-04-30,3245.271,3311.254,3245.271,3297.507,17503266000,251972300000.0
300013,大飞机,2025-04-01,2733.877,2781.148,2733.877,2759.064,2404051600,33462645000.0
300013,大飞机,2025-04-02,2751.73,2771.905,2737.079,2744.518,2126046000,30731245000.0
300013,大飞机,2025-04-03,2718.092,2768.68,2705.879,2723.398,2116646200,27384452000.0
300013,大飞机,2025-04-07,2555.811,2587.094,2371.56,2400.09,3192754400,41005091000.0
300013,大飞机,2025-04-08,2394.113,2460.927,2358.24,2404.619,3386876300,38763283000.0
300013,大飞机,2025-04-09,2370.617,2541.515,2312.644,2528.941,3947926900,50648454000.0
300013,大飞机,2025-04-10,2570.781,2621.132,2569.291,2573.534,3427415500,46600515000.0
300013,大飞机,2025-04-11,2549.765,2627.415,2548.727,2598.466,2730194100,38606147000.0
300013,大飞机,2025-04-14,2625.067,2645.823,2618.529,2627.706,2398207300,31781538000.0
300013,大飞机,2025-04-15,2626.011,2629.448,2580.585,2606.152,1903659900,25292518000.0
300013,大飞机,2025-04-16,2632.71,2643.049,2555.077,2585.844,2210565900,28179258000.0
300013,大飞机,2025-04-17,2566.09,2642.201,2566.09,2609.035,2170916200,29419169000.0
300013,大飞机,2025-04-18,2601.182,2614.166,2582.456,2597.193,1831303200,24461696000.0
300013,大飞机,2025-04-21,2597.2,2671.037,2595.733,2671.037,2023327700,28228815000.0
300013,大飞机,2025-04-22,2660.47,2681.198,2646.898,2665.043,2315846100,29852811000.0
300013,大飞机,2025-04-23,2669.773,2683.946,2658.873,2676.735,2652976800,32938503000.0
300013,大飞机,2025-04-24,2668.813,2678.533,2635.856,2657.304,2680181600,33034912000.0
300013,大飞机,2025-04-25,2656.492,2675.141,2638.377,2651.947,2474977800,28213789000.0
300013,大飞机,2025-04-28,2652.792,2656.259,2613.432,2615.484,2366181900,26827531000.0
300013,大飞机,2025-04-29,2599.108,2645.94,2594.283,2635.2,2171167200,28055635000.0
300013,大飞机,2025-04-30,2629.375,2668.66,2629.375,2657.018,2568249300,30505489000.0
300018,参股保险,2025-04-01,1225.705,1240.856,1225.705,1233.494,2835193100,15649298000.0
300018,参股保险,2025-04-02,1232.801,1242.508,1230.989,1238.494,2585582400,14367687000.0
300018,参股保险,2025-04-03,1225.871,1244.189,1225.871,1238.624,1989142200,12502495200.0
300018,参股保险,2025-04-07,1174.737,1182.758,1104.255,1110.246,3854268100,21756742000.0
300018,参股保险,2025-04-08,1105.239,1130.237,1101.783,1121.832,3721824100,22534620000.0
300018,参股保险,2025-04-09,1107.813,1152.001,1069.003,1147.845,3891665800,22830353000.0
300018,参股保险,2025-04-10,1160.769,1185.316,1160.769,1176.167,3323624400,21269276000.0
300018,参股保险,2025-04-11,1165.386,1179.396,1164.927,1167.927,2251012800,15551741000.0
300018,参股保险,2025-04-14,1176.104,1193.964,1176.104,1188.874,2295337400,15108545000.0
300018,参股保险,2025-04-15,1191.573,1193.057,1182.234,1191.36,1908256900,13965739000.0
300018,参股保险,2025-04-16,1190.487,1192.129,1174.904,1190.535,2477413900,16519543000.0
300018,参股保险,2025-04-17,1184.056,1203.165,1183.075,1193.117,2072957500,13359762700.0
300018,参股保险,2025-04-18,1193.829,1197.378,1184.567,1190.036,1884584700,12568210600.0
300018,参股保险,2025-04-21,1188.656,1208.914,1183.179,1207.141,2067646700,15397550000.0
300018,参股保险,2025-04-22,1207.903,1221.897,1207.903,1219.912,2279566100,19926478000.0
300018,参股保险,2025-04-23,1222.846,1231.7,1216.809,1218.672,2108670200,21486954000.0
300018,参股保险,2025-04-24,1216.133,1219.116,1201.806,1206.177,2076161200,17420416000.0
300018,参股保险,2025-04-25,1209.858,1218.983,1208.733,1211.751,2599399200,16591656000.0
300018,参股保险,2025-04-28,1209.622,1209.704,1192.504,1195.693,2157272900,14925468000.0
300018,参股保险,2025-04-29,1190.907,1200.011,1188.691,1197.751,1948081000,13477079000.0
300018,参股保险,2025-04-30,1197.904,1204.836,1195.211,1195.776,2449473300,16847411000.0
300019,网络游戏,2025-04-01,1412.263,1432.298,1412.263,1415.825,1946324600,16613478000.0
300019,网络游戏,2025-04-02,1413.867,1436.227,1413.867,1425.672,2105111900,16577792000.0
300019,网络游戏,2025-04-03,1407.106,1434.084,1406.216,1422.146,1903323200,15761789000.0
300019,网络游戏,2025-04-07,1331.439,1342.639,1240.145,1244.229,2812851200,22257864000.0
300019,网络游戏,2025-04-08,1233.127,1273.734,1218.689,1247.798,3219288200,23713446000.0
300019,网络游戏,2025-04-09,1223.289,1289.738,1163.836,1281.04,3409156700,24504572000.0
300019,网络游戏,2025-04-10,1305.798,1333.292,1305.798,1313.55,2824074000,22569610000.0
300019,网络游戏,2025-04-11,1303.688,1331.787,1302.982,1319.506,2201880200,17152131000.0
300019,网络游戏,2025-04-14,1335.1,1355.459,1335.1,1342.813,2205068200,17526839000.0
300019,网络游戏,2025-04-15,1350.912,1367.966,1343.923,1356.978,2233015800,17615282000.0
300019,网络游戏,2025-04-16,1349.766,1355.105,1317.821,1332.35,2114300600,16949031000.0
300019,网络游戏,2025-04-17,1323.249,1344.139,1321.381,1330.158,1603532800,12349754000.0
300019,网络游戏,2025-04-18,1328.863,1337.877,1319.555,1336.454,1838665700,13545053000.0
300019,网络游戏,2025-04-21,1333.917,1358.802,1324.613,1358.802,2171799000,16820279000.0
300019,网络游戏,2025-04-22,1361.18,1366.991,1342.447,1348.07,1995266100,15914685000.0
300019,网络游戏,2025-04-23,1354.745,1363.45,1350.189,1355.094,2177577900,17547091000.0
300019,网络游戏,2025-04-24,1356.866,1356.866,1326.161,1334.513,1890109600,14999383000.0
300019,网络游戏,2025-04-25,1333.925,1351.515,1332.31,1337.641,1836353400,14175488000.0
300019,网络游戏,2025-04-28,1333.549,1348.415,1325.37,1335.377,2417683100,21168010000.0
300019,网络游戏,2025-04-29,1324.091,1349.775,1319.534,1346.511,2260240900,19054451000.0
300019,网络游戏,2025-04-30,1347.08,1371.877,1346.907,1364.514,2513090700,21731771000.0
300023,食品安全,2025-04-01,3851.275,3948.221,3851.275,3917.9,1218578720,18228374000.0
300023,食品安全,2025-04-02,3911.06,3932.679,3885.136,3896.791,993683940,14608513000.0
300023,食品安全,2025-04-03,3855.589,3937.275,3855.589,3896.825,1058243470,14413679000.0
300023,食品安全,2025-04-07,3687.672,3719.187,3352.652,3403.427,1974811900,22675326000.0
300023,食品安全,2025-04-08,3427.114,3550.134,3427.114,3549.53,2089626800,24482509000.0
300023,食品安全,2025-04-09,3517.599,3706.413,3374.424,3686.369,2450139100,27358153000.0
300023,食品安全,2025-04-10,3701.838,3822.389,3701.838,3771.322,2223506500,27446591000.0
300023,食品安全,2025-04-11,3737.977,3820.859,3732.272,3771.205,1678878300,22839243000.0
300023,食品安全,2025-04-14,3812.212,3859.822,3812.212,3838.702,1566804600,20905879000.0
300023,食品安全,2025-04-15,3836.451,3847.794,3794.849,3834.554,1280286940,17629910000.0
300023,食品安全,2025-04-16,3810.315,3820.619,3702.052,3759.938,1213450730,14972775000.0
